Unnamed__0,nuclear_consumption,year,country
10124,,1955,japan
8029,,1961,greece
18586,,1971,suriname
9073,,1987,ieo oecd - europe (eia)
16952,,1986,rwanda
11760,,2015,mauritania
672,0.0,1984,algeria
12254,,1958,middle east (shift)
12385,,1941,mongolia
21160,0.0,1987,venezuela
21521,,1912,world
5873,,1932,ecuador
11724,,2021,martinique
17890,0.0,1979,south africa
21358,,2019,wake island (eia)
17827,,1916,south africa
3932,,2012,central african republic
4022,,1922,central and south america (shift)
16104,,1918,peru
4553,,2004,comoros
9870,0.0,1989,israel
14376,,2005,north korea
6397,,2016,ethiopia
5872,,1931,ecuador
12934,,1987,nauru
15762,6.817,2009,pakistan
17781,,1992,somalia
6170,,2020,equatorial guinea
1055,20.05,1995,argentina
4546,,1997,comoros
2774,,1943,botswana
400,,1951,africa (shift)
7517,,1932,gabon
9461,,1949,iran
14606,1755.766,1980,oecd (ei)
2586,,1909,bolivia
10363,,2006,kosovo
7591,,2006,gabon
20112,,1951,ussr
11904,23.957,1995,mexico
18698,,1961,sweden
5595,,1981,dominican republic
11773,,1986,mauritius
9643,,2008,iraq
9798,,1917,israel
16617,,2019,puerto rico
3863,,1985,central & south america (eia)
9308,,1919,indonesia
4317,,1934,china
17163,,1987,saint vincent and the grenadines
7954,,2008,gibraltar
10616,,2003,latvia
3630,,2001,cameroon
10152,324.302,1983,japan
18961,,1978,syria
12849,,1977,myanmar
8597,,1990,haiti
2553,,1998,bhutan
5901,,1960,ecuador
17309,,1927,saudi arabia
20757,,1989,united states territories (shift)
3372,,1966,burundi
10711,,2013,lesotho
6826,,1960,europe (shift)
6458,,1913,eurasia (shift)
9330,,1941,indonesia
19349,0.0,1968,thailand
13988,,1938,north america
18409,141.58,2018,spain
17700,12.945,1996,slovenia
15492,0.0,1988,oman
10914,0.0,2014,lithuania
7427,,2010,french polynesia
1326,,2012,asia (ember)
16574,,2019,portugal
21824,,1957,zambia
21879,,2012,zambia
6898,,1915,european union (27)
19950,,1993,tuvalu
4029,,1929,central and south america (shift)
16264,,1955,philippines
19218,,1959,tanzania
20310,213.185,1991,ukraine
1047,18.345,1987,argentina
7975,,1907,greece
9356,0.0,1967,indonesia
17726,14.024,2022,slovenia
1810,0.0,1995,azerbaijan
12313,,1992,moldova
10940,,1917,low-income countries
14131,,2000,north america (ember)
5481,0.0,1994,denmark
1125,,1998,aruba
15098,,1941,opec (shift)
18904,,1921,syria
11292,,1923,madagascar
16093,,1907,peru
20995,0.0,1987,uzbekistan
5379,,2014,democratic republic of congo
13119,,1928,netherlands
11190,,1986,luxembourg
18554,,1939,suriname
17190,,2014,saint vincent and the grenadines
18606,,1991,suriname
13648,,1963,nigeria
10484,,2004,kuwait
10959,,1936,low-income countries
3438,60.895,1974,cis (ei)
1777,,2000,austria
17884,0.0,1973,south africa
5071,0.0,1980,cyprus
7935,,1989,gibraltar
19293,,1912,thailand
10680,,1982,lesotho
29,,1906,afghanistan
15131,,1974,opec (shift)
7854,,1950,ghana
8352,,1913,guatemala
3095,,1977,brunei
2807,,1976,botswana
15126,,1969,opec (shift)
7189,19.788,1980,finland
11722,,2019,martinique
14190,,1936,north america (shift)
20063,,1902,ussr
13522,,1959,niger
8250,,2017,grenada
17602,0.0,1989,singapore
20605,,1917,united states
9277,85.302,2011,india
9503,0.0,1991,iran
17683,40.77,2012,slovakia
12576,,1949,morocco
21079,,1906,venezuela
9601,0.0,1966,iraq
5746,,2010,eu28 (shift)
1880,,1900,bahrain
370,,1921,africa (shift)
2612,,1935,bolivia
18595,,1980,suriname
10825,,1963,libya
16250,,1941,philippines
18195,,1995,south korea and other oecd asia (eia)
20246,,1922,ukraine
3513,,2006,cambodia
3686,,1935,canada
1550,,1938,australia
13022,,1953,nepal
14837,,1986,oecd - asia and oceania (eia)
13342,,1944,new zealand
13295,,2019,new caledonia
18254,16.614,1986,south and central america (ei)
15337,0.0,1979,oceania
12475,,2013,montenegro
6446,,1901,eurasia (shift)
16401,0.0,1969,poland
8174,,1983,greenland
573,,2007,albania
21721,,1946,yugoslavia
11966,,2014,"mexico, chile, and other oecd americas (eia)"
10834,,1972,libya
6288,,1949,eswatini
2403,107.837,2017,belgium
17423,,1998,senegal
16987,,2021,rwanda
7704,,1923,germany
14806,,1992,oecd (shift)
9203,,1937,india
13797,1338.435,2012,non-oecd (ei)
5055,,2021,cuba
20052,,2011,u.s. territories (eia)
7633,,2005,gambia
17176,,2000,saint vincent and the grenadines
15090,,1933,opec (shift)
10749,,2009,liberia
18780,,1920,switzerland
17747,,2000,solomon islands
16820,,1935,romania
6641,743.541,1979,europe
18185,,1985,south korea and other oecd asia (eia)
14336,,1965,north korea
4412,,1906,colombia
4357,0.0,1974,china
19892,,2020,turkmenistan
13495,,1932,niger
14690,,2021,oecd (eia)
6404,,1981,eurasia (eia)
19088,37.127,1982,taiwan
13496,,1933,niger
21216,,1920,vietnam
3203,,1962,bulgaria
9315,,1926,indonesia
223,0.0,1978,africa
21587,1775.701,1978,world
5588,,2016,dominica
8909,,1950,hungary
3267,,1983,burkina faso
19578,,1990,trinidad and tobago
403,,1954,africa (shift)
14397,,1994,north macedonia
2917,,1964,brazil
2524,,2011,bermuda
4810,,1931,cote d'ivoire
11223,0.0,2019,luxembourg
3805,,2011,cape verde
13242,,2008,netherlands antilles
19365,0.0,1984,thailand
20452,,2010,united arab emirates
543,,1977,albania
17095,,2003,saint lucia
20261,,1937,ukraine
16797,,1912,romania
18085,,1928,south korea
6957,132.498,1974,european union (27)
13256,,1980,new caledonia
13100,,1909,netherlands
4610,,1939,congo
15858,,1995,papua new guinea
18319,,1928,spain
13389,0.0,1991,new zealand
13131,,1940,netherlands
12925,,2020,namibia
7165,,2013,fiji
4972,,1938,cuba
2232,,2006,barbados
13228,,1994,netherlands antilles
10717,,2019,lesotho
9095,,2009,ieo oecd - europe (eia)
4420,,1914,colombia
3623,,1994,cameroon
662,0.0,1974,algeria
16547,0.0,1992,portugal
4878,,1999,cote d'ivoire
9000,,1998,ieo - africa (eia)
15666,,1913,pakistan
12834,,1962,myanmar
2644,,1967,bolivia
4832,,1953,cote d'ivoire
6113,,2006,el salvador
6631,126.938,1969,europe
12688,,1938,mozambique
8410,,1971,guatemala
9709,,1951,ireland
13540,,1977,niger
13859,,1974,non-opec (ei)
5192,,1920,czechoslovakia
771,,1918,angola
8778,,1999,honduras
9714,,1956,ireland
10744,,2004,liberia
4709,,1995,cook islands
20941,972.8,2014,upper-middle-income countries
4601,,1930,congo
3307,,1901,burundi
15035,,2000,opec (eia)
17075,,1983,saint lucia
2073,,1970,bangladesh
15454,,1950,oman
7262,,1930,france
641,,1953,algeria
20279,,1955,ukraine
4831,,1952,cote d'ivoire
19753,,1919,turkey
1780,,2003,austria
13171,11.918,1980,netherlands
4163,,1903,chile
8125,,1934,greenland
11864,,1955,mexico
2241,,2015,barbados
12720,,1970,mozambique
1523,,1911,australia
21864,,1997,zambia
17260,,2000,sao tome and principe
723,,1992,american samoa
2042,,1939,bangladesh
17927,38.6,2016,south africa
16794,,1909,romania
16193,,2007,peru
11142,250.568,1996,lower-middle-income countries
21162,0.0,1989,venezuela
6551,,2006,eurasia (shift)
3897,,2019,central & south america (eia)
2474,,2003,benin
13060,,1991,nepal
11887,0.0,1978,mexico
4276,,2016,chile
5161,79.788,2012,czechia
1387,1084.7,2015,asia pacific (ei)
5526,,1996,djibouti
19739,,1905,turkey
11325,,1956,madagascar
11057,,1911,lower-middle-income countries
18175,338.947,2018,south korea
8023,,1955,greece
8087,0.0,2019,greece
16116,,1930,peru
21029,,2021,uzbekistan
18087,,1930,south korea
16860,0.0,1975,romania
2323,,1937,belgium
14395,,1992,north macedonia
4074,,1974,central and south america (shift)
15007,,2015,opec (ei)
18811,,1951,switzerland
546,,1980,albania
8676,,1940,high-income countries
4837,,1958,cote d'ivoire
1962,,1982,bahrain
15420,,1916,oman
19843,,2009,turkey
6344,,2005,eswatini
6180,,2001,eritrea
21498,,2011,western sahara
18924,,1941,syria
16173,0.0,1987,peru
13465,,1902,niger
59,,1936,afghanistan
15599,,2010,other non-oecd - asia (eia)
2980,,1984,british virgin islands
14987,,1995,opec (ei)
21926,,1937,zimbabwe
11755,,2010,mauritania
15662,,1909,pakistan
19292,,1911,thailand
7479,,2017,g7 (ember)
813,,1960,angola
3230,41.331,1989,bulgaria
5733,,1997,eu28 (shift)
16368,,1936,poland
2768,,1937,botswana
3401,,1995,burundi
9716,,1958,ireland
16418,0.0,1986,poland
18824,,1964,switzerland
3770,254.196,2019,canada
6961,385.692,1978,european union (27)
19679,,1968,tunisia
15141,,1984,opec (shift)
14860,,2009,oecd - asia and oceania (eia)
472,,1906,albania
14401,,1998,north macedonia
2687,,2010,bolivia
6326,,1987,eswatini
4934,,1900,cuba
17800,,2011,somalia
12128,16.215,2019,middle east (ei)
13321,,1923,new zealand
5976,,1912,egypt
6181,,2002,eritrea
1296,,2004,asia & oceania (eia)
1130,,2003,aruba
15303,,1945,oceania
18086,,1929,south korea
7162,,2010,fiji
9756,0.0,1998,ireland
5476,0.0,1989,denmark
802,,1949,angola
1766,0.0,1989,austria
16181,0.0,1995,peru
10894,21.866,1994,lithuania
3452,396.192,1988,cis (ei)
3375,,1969,burundi
15712,,1959,pakistan
17806,,2017,somalia
21411,,1967,western africa (ei)
4991,,1957,cuba
1927,,1947,bahrain
8003,,1935,greece
6698,515.137,1978,europe (ei)
19587,,1999,trinidad and tobago
11827,,1918,mexico
4777,,2021,costa rica
12052,,2001,middle africa (ei)
21878,,2011,zambia
4894,,2015,cote d'ivoire
5347,,1982,democratic republic of congo
19553,,1965,trinidad and tobago
21015,,2007,uzbekistan
18962,,1979,syria
6060,0.0,1996,egypt
6823,,1957,europe (shift)
3729,88.536,1978,canada
21946,,1957,zimbabwe
2101,0.0,1998,bangladesh
173,,1928,africa
5594,,1980,dominican republic
3334,,1928,burundi
12758,,2008,mozambique
11953,,2001,"mexico, chile, and other oecd americas (eia)"
10225,,2013,jordan
11779,,1992,mauritius
16319,,2010,philippines
13345,,1947,new zealand
2684,,2007,bolivia
13245,,2011,netherlands antilles
18943,,1960,syria
21285,,1989,vietnam
18545,,1930,suriname
19525,,1937,trinidad and tobago
20505,,1940,united kingdom
8417,,1978,guatemala
4965,,1931,cuba
17490,,2002,serbia and montenegro
20478,,1913,united kingdom
20621,,1933,united states
8947,38.15,1988,hungary
15304,,1946,oceania
20667,762.111,1979,united states
20688,2251.771,2000,united states
11828,,1919,mexico
13223,,1989,netherlands antilles
12321,,2000,moldova
16013,,1944,persian gulf (shift)
19643,,1932,tunisia
827,,1974,angola
4575,,1904,congo
7485,,1900,gabon
869,,2016,angola
12525,,2020,montserrat
5094,,2003,cyprus
10200,,1988,jordan
4990,,1956,cuba
1384,902.257,2012,asia pacific (ei)
4332,,1949,china
9816,,1935,israel
10860,,1998,libya
19198,,1939,tanzania
13353,,1955,new zealand
3034,,1916,brunei
17420,,1995,senegal
1257,1432.829,2008,asia
536,,1970,albania
6580,,1918,europe
14918,,1983,oecd - north america (eia)
126,,2003,afghanistan
7540,,1955,gabon
21645,,1993,yemen
20206,,2004,uganda
8950,38.948,1991,hungary
1244,1165.042,1995,asia
8408,,1969,guatemala
5387,,1900,denmark
2356,0.162,1970,belgium
11524,0.0,1991,malaysia
15234,,1998,opec - south america (eia)
16597,,1999,puerto rico
8354,,1915,guatemala
21886,,2019,zambia
12272,,1976,middle east (shift)
17068,,2018,saint kitts and nevis
6251,,1912,eswatini
14359,,1988,north korea
15872,,2009,papua new guinea
12298,,2002,middle east (shift)
9585,,1950,iraq
10955,,1932,low-income countries
9023,,2021,ieo - africa (eia)
2698,,2021,bolivia
20356,,1914,united arab emirates
13486,,1923,niger
19990,,1991,u.s. pacific islands (eia)
13014,,1945,nepal
1421,,1926,asia and oceania (shift)
1260,1285.972,2011,asia
4558,,2009,comoros
4568,,2019,comoros
930,,1992,antigua and barbuda
20713,,1982,united states pacific islands (shift)
1863,,2005,bahamas
16829,,1944,romania
14470,,1902,norway
15009,,2017,opec (ei)
21624,6655.106,2015,world
2603,,1926,bolivia
2156,,1930,barbados
13364,0.0,1966,new zealand
17830,,1919,south africa
9539,,1904,iraq
16096,,1910,peru
16425,0.0,1993,poland
1781,,2004,austria
19803,0.0,1969,turkey
11958,,2006,"mexico, chile, and other oecd americas (eia)"
8128,,1937,greenland
12039,0.0,1988,middle africa (ei)
3521,,2014,cambodia
9629,0.0,1994,iraq
17079,,1987,saint lucia
9377,0.0,1988,indonesia
5894,,1953,ecuador
4571,,1900,congo
16693,0.0,1973,qatar
12419,,1975,mongolia
11229,,1982,macao
759,,1906,angola
7289,,1957,france
271,0.0,1968,africa (ei)
14146,,2015,north america (ember)
4360,0.0,1977,china
6730,2748.15,2010,europe (ei)
15083,,1926,opec (shift)
3138,,2020,brunei
15103,,1946,opec (shift)
12231,,1935,middle east (shift)
9936,,1932,italy
5208,,1936,czechoslovakia
13069,,2000,nepal
4769,,2013,costa rica
14422,0.0,2019,north macedonia
18748,160.09,2011,sweden
19586,,1998,trinidad and tobago
1607,,1995,australia
3361,,1955,burundi
6711,2604.642,1991,europe (ei)
11254,,2007,macao
19949,,1992,tuvalu
12593,,1966,morocco
6287,,1948,eswatini
14245,,1991,north america (shift)
6795,,1929,europe (shift)
15460,,1956,oman
21534,,1925,world
9318,,1929,indonesia
17820,,1909,south africa
15211,,2017,opec - africa (eia)
3050,,1932,brunei
17855,,1944,south africa
16513,,1958,portugal
85,,1962,afghanistan
10829,,1967,libya
15636,,2005,other non-oecd - europe and eurasia (eia)
931,,1993,antigua and barbuda
18160,360.87,2003,south korea
2738,,1907,botswana
4690,,2019,congo
14734,,1920,oecd (shift)
7256,,1924,france
1848,,1990,bahamas
13247,,2013,netherlands antilles
3652,,1901,canada
4289,,1906,china
1866,,2008,bahamas
12340,,2019,moldova
544,,1978,albania
4025,,1925,central and south america (shift)
14200,,1946,north america (shift)
16716,0.0,1996,qatar
19154,,2017,tajikistan
13584,,2021,niger
2899,,1946,brazil
21460,,2016,western africa (ei)
14450,,2004,northern mariana islands
12325,,2004,moldova
64,,1941,afghanistan
19509,,1921,trinidad and tobago
9467,,1955,iran
11583,,2007,maldives
20711,,1980,united states pacific islands (shift)
9847,,1966,israel
21433,0.0,1989,western africa (ei)
20046,,2005,u.s. territories (eia)
3625,,1996,cameroon
2904,,1951,brazil
11757,,2012,mauritania
92,,1969,afghanistan
10207,,1995,jordan
9008,,2006,ieo - africa (eia)
10075,,1906,japan
20087,,1926,ussr
18454,,2005,sri lanka
20507,,1942,united kingdom
2707,,1999,bosnia and herzegovina
2933,0.0,1980,brazil
3820,,1984,cayman islands
3553,,1924,cameroon
3568,,1939,cameroon
20680,1848.197,1992,united states
13591,,1906,nigeria
7832,,1928,ghana
2792,,1961,botswana
13803,1854.732,2018,non-oecd (ei)
19210,,1951,tanzania
21756,,1981,yugoslavia
12234,,1938,middle east (shift)
14059,2521.403,2009,north america
15956,,2009,persian gulf (eia)
6572,,1910,europe
8181,,1990,greenland
20774,,2006,united states territories (shift)
21978,,1989,zimbabwe
13856,,1971,non-opec (ei)
21631,6702.339,2022,world
18897,,1914,syria
4593,,1922,congo
19458,,1992,tonga
20170,,2009,ussr
13999,,1949,north america
13195,10.569,2004,netherlands
7169,,2017,fiji
7845,,1941,ghana
4838,,1959,cote d'ivoire
14031,928.128,1981,north america
21263,,1967,vietnam
8376,,1937,guatemala
17610,0.0,1997,singapore
10514,,2003,kyrgyzstan
4676,,2005,congo
1860,,2002,bahamas
10210,,1998,jordan
7411,,1994,french polynesia
4335,,1952,china
10521,,2010,kyrgyzstan
8140,,1949,greenland
3635,,2006,cameroon
15377,,2019,oceania
10528,,2017,kyrgyzstan
21533,,1924,world
8802,0.0,1966,hong kong
13997,,1947,north america
4809,,1930,cote d'ivoire
10325,,1990,kiribati
4509,,2003,colombia
1954,,1974,bahrain
8613,,2006,haiti
21146,0.0,1973,venezuela
2889,,1936,brazil
14940,,2005,oecd - north america (eia)
18624,,2009,suriname
4361,0.0,1978,china
15330,0.0,1972,oceania
339,,2013,africa (ember)
4920,,2009,croatia
14793,,1979,oecd (shift)
21958,,1969,zimbabwe
3415,,2009,burundi
21275,,1979,vietnam
9792,,1911,israel
21570,,1961,world
9690,,1932,ireland
5396,,1909,denmark
12864,,1992,myanmar
2225,,1999,barbados
13839,,2011,non-oecd (eia)
10556,,2003,laos
12280,,1984,middle east (shift)
11353,,1984,madagascar
790,,1937,angola
18575,,1960,suriname
7294,,1962,france
5619,,2005,dominican republic
5776,,2015,east timor
8332,,2015,guam
3457,339.459,1993,cis (ei)
858,,2005,angola
9812,,1931,israel
2409,,1980,belize
4233,0.0,1973,chile
2713,,2005,bosnia and herzegovina
12756,,2006,mozambique
9942,,1938,italy
1717,,1940,austria
20435,0.0,1993,united arab emirates
14381,,2010,north korea
12723,,1973,mozambique
15448,,1944,oman
3901,,1981,central african republic
19441,,2017,togo
16754,,1991,reunion
17348,0.0,1966,saudi arabia
15754,5.88,2001,pakistan
10249,,2000,kazakhstan
11105,,1959,lower-middle-income countries
6998,2033.184,2015,european union (27)
13507,,1944,niger
7979,,1911,greece
7562,,1977,gabon
3733,108.782,1982,canada
20338,209.953,2019,ukraine
5687,,1951,eu28 (shift)
2696,,2019,bolivia
2809,,1978,botswana
18625,,2010,suriname
20167,,2006,ussr
4398,442.87,2015,china
13395,0.0,1997,new zealand
18456,,2007,sri lanka
12685,,1935,mozambique
6276,,1937,eswatini
3527,,2020,cambodia
9649,,2014,iraq
3299,,2015,burkina faso
19174,,1915,tanzania
10682,,1984,lesotho
9197,,1931,india
2753,,1922,botswana
6394,,2013,ethiopia
12749,,1999,mozambique
11627,,2009,mali
12244,,1948,middle east (shift)
17254,,1994,sao tome and principe
20625,,1937,united states
20413,0.0,1971,united arab emirates
4113,,2013,central and south america (shift)
16996,,1988,saint helena
9817,,1936,israel
19121,94.247,2015,taiwan
14457,,2011,northern mariana islands
16286,0.0,1977,philippines
8080,0.0,2012,greece
11285,,1916,madagascar
18177,403.691,2020,south korea
18715,67.479,1978,sweden
18439,0.0,1990,sri lanka
21920,,1931,zimbabwe
21701,,1926,yugoslavia
16564,,2009,portugal
5633,,2019,dominican republic
2053,,1950,bangladesh
18927,,1944,syria
7626,,1998,gambia
1442,,1947,asia and oceania (shift)
10016,0.0,2012,italy
4813,,1934,cote d'ivoire
7728,,1947,germany
465,,2016,africa (shift)
19852,,2018,turkey
8635,,1986,hawaiian trade zone (eia)
12261,,1965,middle east (shift)
12185,,2011,middle east (ember)
9895,,2014,israel
16838,,1953,romania
6830,,1964,europe (shift)
15107,,1950,opec (shift)
16886,15.353,2001,romania
5421,,1934,denmark
20914,427.736,1987,upper-middle-income countries
6405,,1982,eurasia (eia)
16644,,1924,qatar
1856,,1998,bahamas
6624,,1962,europe
7449,,2010,g20 (ember)
16411,0.0,1979,poland
8198,,2007,greenland
11611,,1993,mali
981,,1921,argentina
14334,,1963,north korea
18326,,1935,spain
6488,,1943,eurasia (shift)
21135,,1962,venezuela
18562,,1947,suriname
16543,0.0,1988,portugal
17817,,1906,south africa
16721,,2001,qatar
19034,,1928,taiwan
21646,,1994,yemen
11227,,1980,macao
5517,,1987,djibouti
14257,,2003,north america (shift)
20513,,1948,united kingdom
11123,6.182,1977,lower-middle-income countries
16839,,1954,romania
7995,,1927,greece
10496,,2016,kuwait
16245,,1936,philippines
3044,,1926,brunei
18108,,1951,south korea
14324,,1953,north korea
12043,0.0,1992,middle africa (ei)
6034,0.0,1970,egypt
14645,5044.099,2019,oecd (ei)
8925,0.0,1966,hungary
12122,11.129,2013,middle east (ei)
18076,,1919,south korea
9370,0.0,1981,indonesia
19935,,2020,turks and caicos islands
2382,122.967,1996,belgium
12782,,1910,myanmar
136,,2013,afghanistan
15756,5.301,2003,pakistan
9522,,2010,iran
2805,,1974,botswana
15680,,1927,pakistan
6495,,1950,eurasia (shift)
21951,,1962,zimbabwe
19700,,1989,tunisia
2018,,1915,bangladesh
21690,,1915,yugoslavia
7853,,1949,ghana
1505,,2010,asia and oceania (shift)
17996,,1962,south america
3779,,1985,cape verde
1415,,1920,asia and oceania (shift)
20132,15.286,1971,ussr
14746,,1932,oecd (shift)
13481,,1918,niger
3589,,1960,cameroon
10489,,2009,kuwait
16385,,1953,poland
12498,,1993,montserrat
4556,,2007,comoros
5930,0.0,1989,ecuador
11708,,2005,martinique
774,,1921,angola
11396,,1985,malawi
2240,,2014,barbados
15897,,1992,paraguay
4145,,2008,chad
5843,,1902,ecuador
3053,,1935,brunei
1489,,1994,asia and oceania (shift)
17744,,1997,solomon islands
17347,0.0,1965,saudi arabia
8595,,1988,haiti
13524,,1961,niger
11814,,1905,mexico
12801,,1929,myanmar
19696,,1985,tunisia
13974,,1924,north america
3037,,1919,brunei
10270,,2021,kazakhstan
21837,,1970,zambia
7593,,2008,gabon
15653,,1900,pakistan
21726,,1951,yugoslavia
3861,,1983,central & south america (eia)
21320,,1981,wake island (eia)
6271,,1932,eswatini
2120,,2017,bangladesh
3997,0.0,2020,central america (ei)
20056,,2015,u.s. territories (eia)
21097,,1924,venezuela
1765,0.0,1988,austria
6125,,2018,el salvador
3484,551.94,2020,cis (ei)
20299,,1975,ukraine
3275,,1991,burkina faso
6207,0.0,1991,estonia
2907,,1954,brazil
21076,,1903,venezuela
19415,,1991,togo
11838,,1929,mexico
16640,,1920,qatar
13294,,2018,new caledonia
6121,,2014,el salvador
3534,,1905,cameroon
3651,,1900,canada
7429,,2012,french polynesia
8762,,1983,honduras
7320,781.795,1988,france
11328,,1959,madagascar
4333,,1950,china
18283,56.265,2015,south and central america (ei)
2169,,1943,barbados
1310,,2018,asia & oceania (eia)
17472,,2015,serbia
20954,,1984,uruguay
16765,,2002,reunion
17087,,1995,saint lucia
19518,,1930,trinidad and tobago
9950,,1946,italy
7833,,1929,ghana
3445,247.115,1981,cis (ei)
16484,,1929,portugal
18088,,1931,south korea
17956,,1922,south america
12570,,1943,morocco
12413,,1969,mongolia
8416,,1977,guatemala
1468,,1973,asia and oceania (shift)
8817,0.0,1981,hong kong
9831,,1950,israel
12953,,2006,nauru
21939,,1950,zimbabwe
10438,,1958,kuwait
2819,,1988,botswana
12671,,1921,mozambique
9796,,1915,israel
14619,5442.574,1993,oecd (ei)
10770,,1908,libya
17773,,1984,somalia
21580,311.287,1971,world
9488,0.0,1976,iran
19930,,2015,turks and caicos islands
5532,,2002,djibouti
21391,,2010,wake island (shift)
2599,,1922,bolivia
5680,,1944,eu28 (shift)
6703,1179.722,1983,europe (ei)
12431,,1987,mongolia
12740,,1990,mozambique
18846,63.629,1986,switzerland
1061,19.9,2001,argentina
10226,,2014,jordan
4346,,1963,china
5480,0.0,1993,denmark
5964,,1900,egypt
3360,,1954,burundi
2070,,1967,bangladesh
19143,,2006,tajikistan
14443,,1997,northern mariana islands
9752,0.0,1994,ireland
6727,2864.103,2007,europe (ei)
11666,,2006,malta
12774,,1902,myanmar
8927,0.0,1968,hungary
4326,,1943,china
21203,,1907,vietnam
4498,0.0,1992,colombia
19462,,1996,tonga
7938,,1992,gibraltar
84,,1961,afghanistan
21753,,1978,yugoslavia
3164,,1923,bulgaria
4559,,2010,comoros
19469,,2003,tonga
2172,,1946,barbados
20451,,2009,united arab emirates
6006,,1942,egypt
15349,0.0,1991,oceania
2278,,2015,belarus
17428,,2003,senegal
20348,,1906,united arab emirates
2928,0.0,1975,brazil
15194,,2000,opec - africa (eia)
7486,,1901,gabon
14001,,1951,north america
15671,,1918,pakistan
16495,,1940,portugal
13205,10.636,2014,netherlands
10174,805.187,2005,japan
12106,0.0,1997,middle east (ei)
11159,327.005,2013,lower-middle-income countries
9881,,2000,israel
11705,,2002,martinique
2840,,2009,botswana
18304,,1913,spain
13929,,2001,non-opec (eia)
3465,391.634,2001,cis (ei)
9557,,1922,iraq
12533,,1906,morocco
6171,,2021,equatorial guinea
6373,,1992,ethiopia
9182,,1916,india
8173,,1982,greenland
18875,60.102,2015,switzerland
17146,,2012,saint pierre and miquelon
12965,,2018,nauru
7625,,1997,gambia
6338,,1999,eswatini
4888,,2009,cote d'ivoire
13755,16.292,1970,non-oecd (ei)
4341,,1958,china
18706,0.173,1969,sweden
2381,117.348,1995,belgium
17740,,1993,solomon islands
18843,44.577,1983,switzerland
18786,,1926,switzerland
1123,,1996,aruba
18261,23.245,1993,south and central america (ei)
11594,,2018,maldives
19903,,1988,turks and caicos islands
3944,0.0,1967,central america (ei)
3713,,1962,canada
1513,,1901,australia
14456,,2010,northern mariana islands
1913,,1933,bahrain
2490,,2019,benin
4663,,1992,congo
20197,,1995,uganda
15229,,1993,opec - south america (eia)
15316,,1958,oceania
16969,,2003,rwanda
9161,,2018,iceland
20361,,1919,united arab emirates
10440,,1960,kuwait
12553,,1926,morocco
5041,,2007,cuba
1751,0.0,1974,austria
17778,,1989,somalia
17225,,2007,samoa
5830,0.0,2012,eastern africa (ei)
17398,,2016,saudi arabia
1758,0.0,1981,austria
16214,,1905,philippines
2024,,1921,bangladesh
16076,,2007,persian gulf (shift)
3212,0.0,1971,bulgaria
12739,,1989,mozambique
2611,,1934,bolivia
4278,,2018,chile
4855,,1976,cote d'ivoire
16279,0.0,1970,philippines
9254,17.243,1988,india
2843,,2012,botswana
5806,0.0,1988,eastern africa (ei)
7091,,1981,faroe islands
18967,,1984,syria
21788,,1921,zambia
21871,,2004,zambia
19471,,2005,tonga
14085,824.099,1977,north america (ei)
19032,,1926,taiwan
2380,115.271,1994,belgium
2868,,1915,brazil
13020,,1951,nepal
14035,1317.759,1985,north america
16514,,1959,portugal
12167,,2015,middle east (eia)
1609,,1997,australia
8929,0.0,1970,hungary
2454,,1983,benin
18719,110.791,1982,sweden
10642,,1986,lebanon
7624,,1996,gambia
18628,,2013,suriname
471,,1905,albania
12840,,1968,myanmar
11446,,1913,malaysia
17355,0.0,1973,saudi arabia
4945,,1911,cuba
580,,2014,albania
10847,,1985,libya
13528,,1965,niger
9207,,1941,india
7092,,1982,faroe islands
2624,,1947,bolivia
1227,189.37,1978,asia
7113,,2003,faroe islands
3948,0.119,1971,central america (ei)
5742,,2006,eu28 (shift)
6530,,1985,eurasia (shift)
19097,100.136,1991,taiwan
16246,,1937,philippines
12247,,1951,middle east (shift)
21447,,2003,western africa (ei)
11629,,2011,mali
7726,,1945,germany
6927,,1944,european union (27)
1008,,1948,argentina
9612,0.0,1977,iraq
13807,2225.78,2022,non-oecd (ei)
19375,0.0,1994,thailand
19749,,1915,turkey
5710,,1974,eu28 (shift)
17461,,2004,serbia
10201,,1989,jordan
430,,1981,africa (shift)
17206,,1988,samoa
5418,,1931,denmark
7592,,2007,gabon
6967,1281.475,1984,european union (27)
13355,,1957,new zealand
2256,0.0,1993,belarus
2631,,1954,bolivia
12276,,1980,middle east (shift)
19521,,1933,trinidad and tobago
11621,,2003,mali
11210,0.0,2006,luxembourg
16613,,2015,puerto rico
12086,0.0,1977,middle east (ei)
13611,,1926,nigeria
5037,,2003,cuba
14370,,1999,north korea
4408,,1902,colombia
1160,,1911,asia
18333,,1942,spain
9961,,1957,italy
1534,,1922,australia
20422,0.0,1980,united arab emirates
8011,,1943,greece
6246,,1907,eswatini
15439,,1935,oman
18816,,1956,switzerland
11637,,2019,mali
21719,,1944,yugoslavia
1706,,1929,austria
6963,525.317,1980,european union (27)
19491,,1903,trinidad and tobago
769,,1916,angola
19105,107.845,1999,taiwan
9922,,1918,italy
14748,,1934,oecd (shift)
10338,,2003,kiribati
5693,,1957,eu28 (shift)
15967,,2020,persian gulf (eia)
10229,,2017,jordan
3816,,1980,cayman islands
4820,,1941,cote d'ivoire
8277,,2002,guadeloupe
1269,1677.681,2020,asia
