Unnamed__0,country,energy_cons_change_twh
3648,cameroon,0.549
8260,guadeloupe,-0.365
18814,switzerland,
2561,bhutan,4.572
15749,pakistan,26.747
2731,botswana,
18488,sudan,0.319
10051,jamaica,-0.988
3483,cis (ei),-56.078
8585,guyana,-0.316
10583,latin america and caribbean (ember),
7124,faroe islands,-0.208
15833,panama,10.142
9544,iraq,
10947,low-income countries,
2773,botswana,
15526,oman,21.299
2338,belgium,
18416,sri lanka,0.266
7906,ghana,-3.544
6361,ethiopia,
17696,slovenia,-4.528
3240,bulgaria,-30.027
4733,cook islands,0.001
6562,europe,
11634,mali,4.663
7117,faroe islands,0.145
3249,bulgaria,-2.452
4236,chile,3.336
17690,slovakia,-6.447
8815,hong kong,1.746
14135,north america (ember),
14512,norway,
5588,dominica,0.037
10698,lesotho,1.102
17090,saint lucia,0.0
9016,ieo - africa (eia),180.524
8259,guadeloupe,0.365
21638,yemen,-1.613
2877,brazil,
15117,opec (shift),
13010,nepal,
20711,united states pacific islands (shift),
17218,samoa,0.266
9595,iraq,
9091,ieo oecd - europe (eia),98.965
9831,israel,
2850,botswana,0.141
948,antigua and barbuda,-0.097
17974,south america,
9827,israel,
18164,south korea,79.947
1665,australia and new zealand (eia),17.271
5468,denmark,-23.714
2655,bolivia,
3297,burkina faso,2.194
7904,ghana,7.829
7686,germany,
13670,nigeria,11.436
12776,myanmar,
640,algeria,
2285,belarus,-8.798
20102,ussr,
13879,non-opec (ei),
9229,india,
19190,tanzania,
7296,france,
13832,non-oecd (eia),5045.703
2951,brazil,75.886
19232,tanzania,
21931,zimbabwe,
16107,peru,
15234,opec - south america (eia),44.123
10167,japan,-123.773
7747,germany,7.708
1421,asia and oceania (shift),
6143,equatorial guinea,-0.001
15221,opec - south america (eia),12.488
10460,kuwait,-28.003
12844,myanmar,
13622,nigeria,
5256,czechoslovakia,7.28
17300,saudi arabia,
19287,thailand,
10842,libya,
16647,qatar,
714,american samoa,-1.046
16707,qatar,-2.218
11357,madagascar,0.542
13589,nigeria,
14399,north macedonia,4.629
10174,japan,21.527
9381,indonesia,63.922
11383,madagascar,1.218
3553,cameroon,
12085,middle east (ei),121.492
10561,laos,2.07
9980,italy,87.555
104,afghanistan,0.987
251,africa,73.299
17899,south africa,95.849
19916,turks and caicos islands,0.018
11727,mauritania,0.027
3681,canada,
5471,denmark,3.179
8184,greenland,0.045
6503,eurasia (shift),
7309,france,28.512
1120,aruba,0.044
3193,bulgaria,
20435,united arab emirates,16.775
9659,ireland,
1701,austria,
1735,austria,
11428,malawi,0.309
7205,finland,14.751
6548,eurasia (shift),
13992,north america,
13841,non-oecd (eia),2016.766
20367,united arab emirates,
1083,armenia,
18278,south and central america (ei),363.604
7947,gibraltar,
16044,persian gulf (shift),
9605,iraq,7.69
11028,low-income countries,54.039
4543,comoros,0.0
13783,non-oecd (ei),453.008
6359,eswatini,-0.131
9989,italy,-7.89
19210,tanzania,
16586,puerto rico,0.235
1005,argentina,
6021,egypt,
2661,bolivia,-0.814
17724,slovenia,-2.707
16498,portugal,
15709,pakistan,
11709,martinique,0.002
6366,ethiopia,2.015
17236,samoa,-0.012
3089,brunei,
7851,ghana,
19294,thailand,
6118,el salvador,0.053
12901,namibia,-0.276
12246,middle east (shift),
8275,guadeloupe,1.374
20483,united kingdom,
8946,hungary,14.829
22005,zimbabwe,-8.002
14566,norway,19.614
4588,congo,
10964,low-income countries,
3171,bulgaria,
15933,persian gulf (eia),146.063
20070,ussr,
21461,western africa (ei),47.587
9857,israel,1.895
7000,european union (27),245.57
6648,europe,589.41
10973,low-income countries,
6707,europe (ei),496.859
7009,european union (eia),19.113
1775,austria,6.014
2598,bolivia,
9568,iraq,
8096,greenland,
7631,gambia,0.0
11181,luxembourg,-2.821
13884,non-opec (ei),
5407,denmark,
8972,hungary,-13.075
14738,oecd (shift),
8614,haiti,0.744
15710,pakistan,
8810,hong kong,1.355
5915,ecuador,3.036
4781,cote d'ivoire,
16682,qatar,
18967,syria,11.196
10559,laos,1.853
4820,cote d'ivoire,
8292,guadeloupe,0.0
19247,tanzania,0.87
20349,united arab emirates,
3033,brunei,
1138,aruba,-1.095
7516,gabon,
9424,iran,
18585,suriname,
18423,sri lanka,-3.092
13594,nigeria,
7264,france,
5266,democratic republic of congo,
9767,ireland,-19.767
8770,honduras,-0.022
1666,australia and new zealand (eia),26.958
15495,oman,14.216
9953,italy,
10912,lithuania,0.103
17646,slovakia,8.148
8836,hong kong,8.854
3336,burundi,
15552,other non-oecd - america (eia),107.729
11676,malta,3.268
18000,south america,70.735
2421,belize,-0.263
16873,romania,14.018
260,africa,121.612
12419,mongolia,
10421,kuwait,
19320,thailand,
3744,canada,78.281
448,africa (shift),
10339,kiribati,0.013
11437,malaysia,
3768,canada,60.588
17317,saudi arabia,
3163,bulgaria,
13420,new zealand,-2.463
6604,europe,
6989,european union (27),145.689
4450,colombia,
10593,latin america and caribbean (ember),
11756,mauritania,0.679
2788,botswana,
13043,nepal,
8492,guinea,0.23
6844,europe (shift),
14376,north korea,-4.729
14385,north korea,-7.055
7901,ghana,-0.563
15303,oceania,
7960,gibraltar,
16357,poland,
11872,mexico,
18319,spain,
5577,dominica,-0.029
5820,eastern africa (ei),4.055
13672,nigeria,9.646
14917,oecd - north america (eia),-927.566
14855,oecd - asia and oceania (eia),199.932
7831,ghana,
3709,canada,
6274,eswatini,
20591,united states,
9118,iceland,-0.571
17451,serbia,
17802,somalia,0.0
15513,oman,-1.587
14609,oecd (ei),140.051
10575,latin america and caribbean (ember),
9593,iraq,
4836,cote d'ivoire,
9326,indonesia,
6624,europe,
21857,zambia,2.293
21298,vietnam,22.71
16334,poland,
4077,central and south america (shift),
13093,netherlands,
5176,czechoslovakia,
12074,middle east (ei),
13387,new zealand,4.008
14305,north korea,
15982,persian gulf (shift),
15969,persian gulf (shift),
12398,mongolia,
9657,iraq,62.818
21078,venezuela,
12775,myanmar,
18225,south sudan,1.473
7436,french polynesia,0.035
2320,belgium,
2221,barbados,0.206
2913,brazil,
18602,suriname,-2.101
6993,european union (27),714.857
3115,brunei,1.173
8294,guadeloupe,0.0
5896,ecuador,
19522,trinidad and tobago,
10191,japan,-27.691
17326,saudi arabia,
4687,congo,-1.313
11099,lower-middle-income countries,
5126,czechia,19.92
5136,czechia,14.702
10134,japan,
20617,united states,
15186,opec - africa (eia),-19.513
13229,netherlands antilles,2.701
20889,upper-middle-income countries,
2878,brazil,
601,algeria,
4896,cote d'ivoire,-0.192
13203,netherlands,-19.393
2981,british virgin islands,-0.0
13778,non-oecd (ei),-43.816
7083,falkland islands,0.005
6368,ethiopia,1.617
11071,lower-middle-income countries,
15928,persian gulf (eia),70.268
11209,luxembourg,0.773
2508,bermuda,0.054
13369,new zealand,4.993
20291,ukraine,
13951,north america,
15206,opec - africa (eia),96.277
16485,portugal,
11352,madagascar,1.303
2842,botswana,0.911
14909,oecd - europe (eia),199.488
11465,malaysia,
1747,austria,32.223
15869,papua new guinea,0.555
10185,japan,-67.896
15587,other non-oecd - asia (eia),22.518
19740,turkey,
21849,zambia,0.853
11113,lower-middle-income countries,51.322
14107,north america (ei),585.24
17717,slovenia,-0.876
20529,united kingdom,
982,argentina,
12094,middle east (ei),127.234
6939,european union (27),
3348,burundi,
11241,macao,0.337
18387,spain,47.158
13362,new zealand,
1406,asia and oceania (shift),
19663,tunisia,
4644,congo,
14338,north korea,
1513,australia,
17754,solomon islands,0.089
13756,non-oecd (ei),1246.475
15408,oman,
9727,ireland,0.317
10455,kuwait,-8.394
11180,luxembourg,0.067
7458,g20 (ember),
8807,hong kong,2.578
18107,south korea,
1622,australia,-0.706
4472,colombia,12.254
14561,norway,15.387
14943,oecd - north america (eia),-689.434
18483,sudan,7.27
10796,libya,
14290,north korea,
10056,jamaica,-9.707
13161,netherlands,75.011
16847,romania,
14330,north korea,
13959,north america,
11557,maldives,-0.0
14228,north america (shift),
7697,germany,
14250,north america (shift),
19318,thailand,
13450,nicaragua,0.005
19786,turkey,
21108,venezuela,
10961,low-income countries,
5382,democratic republic of congo,2.963
6149,equatorial guinea,0.0
7578,gabon,-0.706
14682,oecd (eia),871.25
1101,armenia,4.017
6570,europe,
20001,u.s. pacific islands (eia),0.0
20734,united states pacific islands (shift),
2596,bolivia,
16332,poland,
6042,egypt,9.082
11470,malaysia,
8186,greenland,0.0
9069,ieo oecd - europe (eia),65.6
13353,new zealand,
16199,peru,5.856
12259,middle east (shift),
12295,middle east (shift),
13735,niue,-0.002
19804,turkey,8.656
3746,canada,80.731
12131,middle east (ei),447.308
16794,romania,
10896,lithuania,8.717
272,africa (ei),22.072
21998,zimbabwe,-0.464
11117,lower-middle-income countries,59.278
20481,united kingdom,
6663,europe,454.428
6088,el salvador,-1.218
19171,tanzania,
1456,asia and oceania (shift),
8528,guinea-bissau,0.016
3444,cis (ei),295.11
18298,spain,
11312,madagascar,
18668,sweden,
21407,west germany (eia),-83.29
3436,cis (ei),474.431
9747,ireland,3.274
212,africa,7.801
15506,oman,9.839
16429,poland,-11.409
7226,finland,-6.867
19949,tuvalu,0.0
910,antarctica,-0.0
12910,namibia,0.839
10597,latin america and caribbean (ember),
16372,poland,
16718,qatar,9.62
8347,guatemala,
14592,oecd (ei),1504.889
19407,togo,0.079
8,asean (ember),
2045,bangladesh,
20191,uganda,-0.001
2580,bolivia,
10466,kuwait,17.493
21061,vanuatu,0.022
7433,french polynesia,-0.03
21584,world,314.273
11398,malawi,0.161
6618,europe,
4950,cuba,
18426,sri lanka,1.432
19205,tanzania,
5300,democratic republic of congo,
2427,belize,-0.037
9500,iran,12.82
20278,ukraine,
10985,low-income countries,
3645,cameroon,-1.114
17071,saint kitts and nevis,0.059
9287,india,763.864
18687,sweden,
7377,french guiana,-0.29
8798,honduras,-1.573
4850,cote d'ivoire,
3900,central african republic,
11602,mali,0.036
10357,kosovo,
8885,hungary,
20292,ukraine,
15104,opec (shift),
5090,cyprus,1.434
15377,oceania,60.411
16490,portugal,
12256,middle east (shift),
15209,opec - africa (eia),-56.539
13685,nigeria,-14.64
4971,cuba,
12070,middle africa (ei),5.653
10731,liberia,-1.049
15275,oceania,
10514,kyrgyzstan,3.218
11082,lower-middle-income countries,
18985,syria,17.721
20654,united states,807.661
17033,saint kitts and nevis,0.0
4057,central and south america (shift),
16886,romania,4.773
16916,russia,-647.488
12141,middle east (eia),153.142
987,argentina,
6511,eurasia (shift),
20729,united states pacific islands (shift),
17469,serbia,-11.795
12443,mongolia,0.246
18464,sri lanka,10.401
4455,colombia,
17333,saudi arabia,
21837,zambia,
16237,philippines,
9337,indonesia,
6694,europe (ei),-245.412
21749,yugoslavia,
12058,middle africa (ei),4.439
13627,nigeria,
19665,tunisia,
1402,asia and oceania (shift),
15232,opec - south america (eia),29.176
1524,australia,
5348,democratic republic of congo,1.092
15146,opec (shift),
17528,seychelles,0.634
17456,serbia,
3946,central america (ei),2.474
879,antarctica,0.0
15373,oceania,36.622
16128,peru,
17904,south africa,-1.78
17973,south america,
12973,nepal,
1944,bahrain,
7870,ghana,
21956,zimbabwe,
8680,high-income countries,
3405,burundi,-0.029
13360,new zealand,
19584,trinidad and tobago,11.829
19956,tuvalu,0.0
17166,saint vincent and the grenadines,-0.022
827,angola,
10073,japan,
3910,central african republic,0.074
663,algeria,11.461
15803,panama,-2.685
12263,middle east (shift),
14443,northern mariana islands,0.0
18198,south korea and other oecd asia (eia),-174.084
20583,united kingdom,-9.19
16369,poland,
17340,saudi arabia,
16004,persian gulf (shift),
8028,greece,
12169,middle east (eia),270.012
13094,netherlands,
14685,oecd (eia),416.359
12284,middle east (shift),
15723,pakistan,-1.68
19744,turkey,
5532,djibouti,0.01
3190,bulgaria,
18826,switzerland,13.636
18591,suriname,
13552,niger,0.091
6510,eurasia (shift),
5258,czechoslovakia,12.505
11652,malta,0.436
6695,europe (ei),-177.865
15758,pakistan,23.422
13723,niue,0.0
11053,lower-middle-income countries,
5221,czechoslovakia,
18560,suriname,
13452,nicaragua,1.126
1503,asia and oceania (shift),
17519,seychelles,-0.437
166,africa,
16801,romania,
7376,french guiana,1.873
7241,france,
344,africa (ember),
14781,oecd (shift),
18193,south korea and other oecd asia (eia),129.876
2394,belgium,12.265
6935,european union (27),
21675,yugoslavia,
4681,congo,5.268
7037,european union (eia),-592.688
12762,mozambique,4.581
596,algeria,
15201,opec - africa (eia),-15.674
10204,jordan,7.138
13915,non-opec (eia),2913.422
13906,non-opec (ei),
14324,north korea,
19066,taiwan,
7566,gabon,0.941
14194,north america (shift),
15351,oceania,27.635
3477,cis (ei),-161.378
11328,madagascar,
4118,chad,-0.064
15184,opec - africa (eia),16.079
20986,uruguay,0.958
8145,greenland,
441,africa (shift),
8971,hungary,-18.348
20960,uruguay,8.813
21914,zimbabwe,
13041,nepal,
9276,india,258.458
18331,spain,
1335,asia (ember),
1667,australia and new zealand (eia),17.902
323,africa (ei),-292.981
17322,saudi arabia,
7459,g20 (ember),
17261,sao tome and principe,-0.019
17282,saudi arabia,
20709,united states,1341.928
9620,iraq,18.369
11359,madagascar,-0.06
14645,oecd (ei),-593.617
8984,ieo - africa (eia),168.573
21445,western africa (ei),29.298
3710,canada,
11848,mexico,
3699,canada,
4106,central and south america (shift),
16841,romania,
11684,martinique,-0.007
21390,wake island (shift),
5978,egypt,
830,angola,
18850,switzerland,13.462
7136,fiji,0.448
13606,nigeria,
3031,brunei,
10542,laos,0.561
1635,australia and new zealand (eia),
4385,china,1110.428
10873,libya,-90.602
11251,macao,1.477
6276,eswatini,
8010,greece,
2160,barbados,
11122,lower-middle-income countries,116.846
3748,canada,17.209
18937,syria,
1670,australia and new zealand (eia),5.941
84,afghanistan,
15540,other non-oecd - america (eia),121.126
13436,nicaragua,0.854
17937,south america,
6828,europe (shift),
19165,tanzania,
2940,brazil,40.099
21860,zambia,-1.434
15028,opec (eia),103.929
8654,high-income countries,
17774,somalia,-0.076
8899,hungary,
5047,cuba,-5.015
8337,guam,-0.368
11097,lower-middle-income countries,
9027,ieo - middle east (eia),228.817
13612,nigeria,
13048,nepal,
14287,north korea,
15485,oman,0.97
5890,ecuador,
10965,low-income countries,
19635,tunisia,
7212,finland,26.16
14320,north korea,
7307,france,-123.776
11698,martinique,0.112
3185,bulgaria,
3368,burundi,
12101,middle east (ei),300.915
2915,brazil,
18957,syria,
19375,thailand,60.125
20324,ukraine,19.621
524,albania,
7043,european union (eia),370.324
15978,persian gulf (shift),
16668,qatar,
14517,norway,
18304,spain,
8514,guinea-bissau,0.0
17976,south america,
14408,north macedonia,1.081
21645,yemen,-8.986
12598,morocco,1.905
7333,france,38.111
13402,new zealand,6.609
15927,persian gulf (eia),
1484,asia and oceania (shift),
19920,turks and caicos islands,0.076
7588,gabon,-0.338
6965,european union (27),-372.414
15622,other non-oecd - europe and eurasia (eia),-627.287
18828,switzerland,10.543
17070,saint kitts and nevis,-0.173
13681,nigeria,5.983
18380,spain,48.602
13714,niue,-0.0
11484,malaysia,
11319,madagascar,
19420,togo,-0.148
17926,south africa,-28.899
18975,syria,4.626
17586,singapore,-5.461
7178,finland,14.89
15940,persian gulf (eia),129.599
2314,belgium,
5920,ecuador,1.214
9278,india,356.433
7869,ghana,
13517,niger,
17143,saint pierre and miquelon,0.0
8961,hungary,-6.732
15905,paraguay,-0.28
1228,asia,771.274
13191,netherlands,13.043
8282,guadeloupe,0.389
8620,haiti,0.548
11493,malaysia,
17414,senegal,0.343
12328,moldova,-5.535
13291,new caledonia,0.457
16327,philippines,14.643
3316,burundi,
13877,non-opec (ei),
9697,ireland,
14446,northern mariana islands,0.0
516,albania,
13547,niger,0.112
19233,tanzania,
21355,wake island (eia),0.002
11014,low-income countries,-27.554
21189,venezuela,-125.08
8919,hungary,
10671,lebanon,9.519
3936,central african republic,0.076
12345,mongolia,
7236,france,
16006,persian gulf (shift),
17137,saint pierre and miquelon,0.039
7595,gabon,2.237
6144,equatorial guinea,0.0
423,africa (shift),
9008,ieo - africa (eia),81.222
17027,saint helena,0.014
4734,cook islands,-0.03
2613,bolivia,
21672,yemen,-11.308
19976,tuvalu,0.0
7375,french guiana,-1.706
13523,niger,
17609,singapore,3.536
7489,gabon,
19868,turkmenistan,49.03
9122,iceland,0.668
17893,south africa,56.789
9170,india,
18035,south america,-56.568
17449,serbia,
7176,finland,6.887
5819,eastern africa (ei),25.048
6888,european union (27),
3959,central america (ei),-0.493
3003,british virgin islands,0.022
2722,bosnia and herzegovina,-2.321
10380,kuwait,
1939,bahrain,
8135,greenland,
17851,south africa,
14844,oecd - asia and oceania (eia),239.302
13558,niger,0.12
6947,european union (27),
19659,tunisia,
18756,sweden,24.94
4645,congo,
3875,central & south america (eia),262.805
11995,micronesia (country),0.072
9875,israel,7.202
4496,colombia,-12.004
17497,seychelles,0.5
1949,bahrain,
15114,opec (shift),
12541,morocco,
1154,asia,
14748,oecd (shift),
4362,china,139.793
4442,colombia,
15458,oman,
10768,libya,
4124,chad,-0.128
17907,south africa,22.246
21936,zimbabwe,
242,africa,61.944
8170,greenland,
7754,germany,217.131
40,afghanistan,
18136,south korea,58.446
16744,reunion,0.207
14020,north america,811.371
15151,opec (shift),
4459,colombia,
9049,ieo - middle east (eia),620.726
11802,mauritius,0.844
18925,syria,
14824,oecd (shift),
9070,ieo oecd - europe (eia),234.312
11836,mexico,
8172,greenland,-0.13
6531,eurasia (shift),
20100,ussr,
6094,el salvador,-0.36
14558,norway,5.21
12313,moldova,
806,angola,
8399,guatemala,
1566,australia,
1502,asia and oceania (shift),
9195,india,
18219,south korea and other oecd asia (eia),-8.056
15725,pakistan,-6.709
1022,argentina,
16368,poland,
12274,middle east (shift),
20374,united arab emirates,
8369,guatemala,
7208,finland,-7.095
11108,lower-middle-income countries,
13248,netherlands antilles,0.564
16383,poland,
20422,united arab emirates,40.596
3245,bulgaria,-7.452
13940,non-opec (eia),2742.562
11732,mauritania,0.821
14342,north korea,
20801,united states virgin islands,-0.141
16284,philippines,9.294
11560,maldives,0.186
1931,bahrain,
15571,other non-oecd - asia (eia),86.074
9564,iraq,
9309,indonesia,
19238,tanzania,
9973,italy,90.049
19768,turkey,
19879,turkmenistan,-5.29
1397,asia and oceania (shift),
3815,cape verde,0.213
12939,nauru,0.001
7185,finland,12.789
9441,iran,
4810,cote d'ivoire,
4044,central and south america (shift),
17791,somalia,0.244
17310,saudi arabia,
10661,lebanon,-2.876
15390,oceania (ember),
21140,venezuela,10.509
17535,seychelles,0.279
8073,greece,1.374
11796,mauritius,-0.715
771,angola,
15198,opec - africa (eia),-11.674
13438,nicaragua,0.392
19044,taiwan,
11086,lower-middle-income countries,
8677,high-income countries,
13293,new caledonia,-0.661
18091,south korea,
12974,nepal,
19585,trinidad and tobago,-0.026
3232,bulgaria,-62.032
8816,hong kong,1.633
12160,middle east (eia),493.326
12507,montserrat,0.051
7260,france,
21348,wake island (eia),-0.016
8865,hungary,
16726,qatar,11.411
5948,ecuador,6.567
8628,haiti,0.753
18308,spain,
4706,cook islands,0.058
17483,serbia and montenegro,22.801
18732,sweden,7.397
20907,upper-middle-income countries,605.002
8767,honduras,2.732
1220,asia,827.115
17003,saint helena,0.0
18740,sweden,-26.831
9899,israel,4.713
14973,opec (ei),
15880,papua new guinea,-0.981
7148,fiji,0.138
8175,greenland,0.871
4641,congo,
11331,madagascar,
4934,cuba,
9739,ireland,-2.433
2332,belgium,
14176,north america (shift),
988,argentina,
20692,united states,517.436
7990,greece,
1738,austria,
4764,costa rica,0.704
5113,cyprus,1.896
1540,australia,
3396,burundi,0.08
6439,eurasia (eia),-56.186
1193,asia,
21732,yugoslavia,
16418,poland,41.318
17372,saudi arabia,71.792
21150,venezuela,37.17
17496,seychelles,-0.062
12173,middle east (eia),188.223
3018,brunei,
11937,"mexico, chile, and other oecd americas (eia)",75.322
4123,chad,0.482
5132,czechia,0.973
238,africa,7.261
18101,south korea,
14660,oecd (eia),209.141
17485,serbia and montenegro,16.244
20640,united states,
15830,panama,-2.586
7382,french guiana,0.366
14119,north america (ei),12.104
13696,nigeria,103.048
20551,united kingdom,66.329
13243,netherlands antilles,-2.412
17041,saint kitts and nevis,0.075
10252,kazakhstan,40.747
9609,iraq,-1.018
14298,north korea,
10894,lithuania,-14.016
2754,botswana,
7204,finland,-16.328
10218,jordan,2.923
6582,europe,
63,afghanistan,
12741,mozambique,0.143
4843,cote d'ivoire,
991,argentina,
4840,cote d'ivoire,
8043,greece,23.352
11594,maldives,1.072
4013,central and south america (shift),
1941,bahrain,
10015,italy,-38.82
15814,panama,0.216
14056,north america,-159.016
8925,hungary,2.487
8443,guatemala,-3.102
43,afghanistan,
9666,ireland,
12877,myanmar,17.555
5726,eu28 (shift),
7189,finland,-1.184
10123,japan,
8173,greenland,-0.062
4951,cuba,
11875,mexico,17.258
13328,new zealand,
8790,honduras,0.479
11036,low-income countries,-31.018
11718,martinique,0.0
21495,western sahara,0.0
9993,italy,51.206
20416,united arab emirates,2.002
1804,azerbaijan,4.848
5094,cyprus,1.902
158,africa,
2700,bosnia and herzegovina,
7743,germany,
18410,spain,-45.696
1647,australia and new zealand (eia),26.041
11808,mauritius,0.644
7708,germany,
16480,portugal,
20708,united states,-1971.645
442,africa (shift),
13997,north america,
3534,cameroon,
16672,qatar,
2854,brazil,
3067,brunei,
20537,united kingdom,36.849
3046,brunei,
18842,switzerland,-6.198
21282,vietnam,5.181
16396,poland,
14786,oecd (shift),
11509,malaysia,7.076
20343,united arab emirates,
5765,east timor,0.058
3861,central & south america (eia),-16.102
13481,niger,
1790,austria,-3.321
14871,oecd - asia and oceania (eia),-572.304
17403,saudi arabia,96.619
9050,ieo - middle east (eia),295.834
10449,kuwait,2.16
9754,ireland,7.416
18864,switzerland,-5.199
12096,middle east (ei),156.682
13800,non-oecd (ei),1096.32
10166,japan,117.104
4756,costa rica,1.496
21395,wake island (shift),
6784,europe (shift),
3988,central america (ei),6.869
209,africa,
8477,guinea,0.027
9764,ireland,6.12
2657,bolivia,
502,albania,
7853,ghana,
2164,barbados,
2813,botswana,-0.303
14193,north america (shift),
5680,eu28 (shift),
20084,ussr,
8213,grenada,
14569,norway,-55.516
16446,poland,-41.005
5252,czechoslovakia,
1116,aruba,0.538
5834,eastern africa (ei),-8.137
12469,montenegro,-1.544
21985,zimbabwe,1.442
4009,central and south america (shift),
11208,luxembourg,6.076
21847,zambia,
11467,malaysia,
13029,nepal,
17274,sao tome and principe,-0.0
10345,kiribati,-0.001
8018,greece,
699,algeria,25.493
12200,middle east (shift),
4161,chile,
6413,eurasia (eia),-190.926
11717,martinique,0.0
1968,bahrain,-10.804
7672,georgia,2.739
13697,nigeria,-0.89
8994,ieo - africa (eia),21.782
14655,oecd (eia),723.578
9562,iraq,
6764,europe (ember),
21908,zimbabwe,
15121,opec (shift),
8684,high-income countries,
10702,lesotho,0.01
62,afghanistan,
19270,tanzania,0.715
18430,sri lanka,1.149
50,afghanistan,
749,american samoa,-0.0
10526,kyrgyzstan,-7.488
3418,burundi,-0.125
4774,costa rica,1.364
5032,cuba,-6.717
18293,spain,
19425,togo,-0.533
7638,gambia,0.167
3325,burundi,
20671,united states,-67.609
16650,qatar,
11835,mexico,
2210,barbados,-0.173
752,american samoa,0.212
6329,eswatini,-0.106
18057,south korea,
9464,iran,
2288,belgium,
19602,trinidad and tobago,-1.184
3461,cis (ei),-518.773
3844,cayman islands,0.07
4108,central and south america (shift),
2349,belgium,
20883,upper-middle-income countries,
11167,lower-middle-income countries,1152.93
16777,reunion,0.0
16996,saint helena,0.0
21750,yugoslavia,
18182,south korea and other oecd asia (eia),6.95
3912,central african republic,-0.05
2145,barbados,
2679,bolivia,3.385
5811,eastern africa (ei),17.799
9673,ireland,
594,algeria,
8570,guyana,-0.671
9323,indonesia,
3667,canada,
8955,hungary,5.448
996,argentina,
20585,united kingdom,-223.34
21692,yugoslavia,
1318,asia (ember),
146,africa,
17002,saint helena,0.0
7920,ghana,0.999
2849,botswana,-0.203
12929,nauru,0.0
18700,sweden,
20397,united arab emirates,
3088,brunei,
17950,south america,
11228,macao,-0.069
2618,bolivia,
2316,belgium,
20717,united states pacific islands (shift),
1766,austria,1.841
210,africa,
11933,"mexico, chile, and other oecd americas (eia)",120.242
7366,french guiana,0.276
10649,lebanon,8.958
20946,upper-middle-income countries,1823.176
322,africa (ei),126.025
17733,solomon islands,-0.048
5361,democratic republic of congo,0.679
17672,slovakia,6.311
4975,cuba,
18143,south korea,76.3
13107,netherlands,
20623,united states,
7435,french polynesia,0.086
8425,guatemala,1.436
3363,burundi,
12331,moldova,-0.375
14008,north america,
18211,south korea and other oecd asia (eia),125.507
1817,azerbaijan,-1.619
10792,libya,
21771,zambia,
7405,french polynesia,0.013
11945,"mexico, chile, and other oecd americas (eia)",123.71
6196,eritrea,0.237
14776,oecd (shift),
624,algeria,
3969,central america (ei),11.79
21166,venezuela,-6.957
8462,guinea,-0.07
5356,democratic republic of congo,-2.242
1196,asia,
6231,estonia,-5.538
2620,bolivia,
9828,israel,
14906,oecd - europe (eia),-59.777
12286,middle east (shift),
3509,cambodia,-0.02
741,american samoa,0.0
8085,greece,15.207
21772,zambia,
10006,italy,-14.185
3203,bulgaria,
12533,morocco,
1797,austria,-27.926
18344,spain,
4863,cote d'ivoire,-2.729
2557,bhutan,0.583
1698,austria,
16677,qatar,
14542,norway,3.007
10117,japan,
1926,bahrain,
18733,sweden,-18.444
5092,cyprus,0.349
12321,moldova,1.239
7295,france,
10336,kiribati,-0.021
5659,eu28 (shift),
724,american samoa,-0.067
13313,new zealand,
17423,senegal,0.955
20758,united states territories (shift),
18839,switzerland,-1.0
13970,north america,
8785,honduras,-1.206
8651,high-income countries,
4452,colombia,
1459,asia and oceania (shift),
3227,bulgaria,6.756
233,africa,165.734
2081,bangladesh,1.586
6040,egypt,24.336
5135,czechia,7.044
21918,zimbabwe,
1306,asia & oceania (eia),1272.875
16743,reunion,
15548,other non-oecd - america (eia),68.712
1779,austria,0.64
7634,gambia,0.127
1030,argentina,-19.424
6621,europe,
3552,cameroon,
9289,indonesia,
12314,moldova,-15.876
16492,portugal,
20835,upper-middle-income countries,
913,antarctica,-0.004
20696,united states,-658.273
13352,new zealand,
8711,high-income countries,-1005.316
19686,tunisia,
6960,european union (27),227.27
9292,indonesia,
18458,sri lanka,0.884
3972,central america (ei),12.201
9501,iran,61.396
13825,non-oecd (eia),-120.914
14496,norway,
1966,bahrain,4.979
2641,bolivia,
5941,ecuador,-6.102
21789,zambia,
4227,chile,1.513
673,algeria,2.1
3889,central & south america (eia),267.708
21603,world,1235.297
13403,new zealand,-5.921
17321,saudi arabia,
10709,lesotho,-0.462
21470,western sahara,0.0
9859,israel,7.433
10496,kuwait,-5.471
9816,israel,
2289,belgium,
13262,new caledonia,0.043
19267,tanzania,1.376
12638,morocco,9.791
11074,lower-middle-income countries,
9930,italy,
19632,tunisia,
12672,mozambique,
2843,botswana,-0.228
11142,lower-middle-income countries,260.662
12486,montserrat,-0.0
397,africa (shift),
8606,haiti,0.521
8743,high-income countries,561.031
3595,cameroon,
20782,united states territories (shift),
5787,eastern africa (ei),9.538
7927,gibraltar,
11792,mauritius,1.216
18500,sudan,5.941
13087,nepal,4.48
18765,switzerland,
19017,taiwan,
18452,sri lanka,1.553
9197,india,
4983,cuba,
5022,cuba,2.078
1488,asia and oceania (shift),
9708,ireland,
14912,oecd - europe (eia),-386.078
3141,bulgaria,
11745,mauritania,-9.169
17377,saudi arabia,-29.575
21330,wake island (eia),0.0
3528,cambodia,2.685
19282,thailand,
15903,paraguay,2.174
20245,ukraine,
3823,cayman islands,0.025
10377,kosovo,-0.311
21803,zambia,
17430,senegal,0.903
7262,france,
6263,eswatini,
10464,kuwait,7.749
15798,palestine,0.863
8375,guatemala,
15687,pakistan,
