chart_id,chart_type,ours_correct,baseline_correct,true_answer,gold_looks_wrong,ours_note,user_id,question,explanation,ops_selected,ops_others
2yech0pea1xihind,bar_stacked,0,0,"89 (Facebook 51 + Instagram 38, Meta's platforms, ""Several times a day"")",0,"Meta = Facebook+Instagram ""Several times a day"" = 51+38 = 89; both ours and baseline returned 193 (all platforms, no Meta filter), gold=89 correct.",,,,,
64ue1v00wj8vg48e,line_multiple,0,1,"~21.7 (avg before 2010 = 38.625, avg after 2010 strict = 60.36, diff 21.74); ~20.4 if 2010 included in ""after""",0,Ours -1.375 is wrong (after-group mis-filtered to 40); baseline -20.375 is the valid 2010-inclusive interpretation; gold 21.74 matches strict reading.,,,,,
1dm30xw1gpjo8ke5,bar_simple,0,1,0.034 (average of max 0.061 and min 0.007),0,"Ours returned 0.061 (averaged only the max value); true (max 0.061 + min 0.007)/2 = 0.034, matched by gold and baseline.",,,,,
8hiwwys6qkrbtapb,line_simple,1,1,,0,,,,,,
1mzcynif2s4mm6ps,bar_grouped,1,1,,0,,,,,,
54gh54f24irr63pb,bar_stacked,1,0,"14 (Solid Democrat is the largest Party_Advantage category in the most recent year, 2018)",0,,,,,,
1p6uue3hxdxit3ey,bar_grouped,0,0,"Among 30 to 44 year olds, ""No"" has the highest value at 0.51 (vs Yes 0.21, Never 0.29).",0,"Gold (filter 30-44, max=0.51/No) matches; ours returned empty/null; baseline returned compareBool boolean 1.0 instead of the response name.",,,,,
1fngt6cb1d60a2ow,bar_simple,0,0,"Yes — sum of all regions except Metro Total = 89,359, which exceeds 50,000 (true)",0,"Both specs are logically right (sum 89359 > 50000 = true) but both returned final=""empty""/null, so no correct executed value; gold absent.",,,,,
6rvtt4egfl5nmyue,line_multiple,0,1,2017 (value 80.9) — the second-largest female value from 2012-2017,1,"Female 2012-2017 sorted by value desc: 2016(81.3)>2017(80.9); true 2nd=2017/80.9. Ours sorted by Year not value (got 2016/81.3); baseline & gold both gave 80.2/2013 (5th), all wrong.",,,,,
1suppecte0dm69gm,bar_grouped,0,0,"Yes, True: avg(Men 0.42, Women 0.59)=0.505 > All adults 0.5",0,"Gold compareBool=1.0 (True) matches computed 0.505>0.5; ours returned empty (final=empty, value=null); baseline absent.",,,,,
1e56qqj7moat9gqa,bar_simple,1,1,26.3 (FY 2017 Actual 13.15 added to itself: 13.15 + 13.15 = 26.30),0,"Question/explanation (""find the same value... add the corresponding values"") implies self-add; both systems retrieve FY2017=13.15 and add to itself = 26.3, a valid reading; no gold spec.",,,,,
6p4fnscalopvysnn,line_multiple,1,1,,0,,,,,,
50y71e5i2n28gkbx,bar_stacked,0,1,"7266 (mean of the four values 9272,4576,10720,4496 = 29064/4); explanation's ""divide by two"" gives 14532",0,Sum of 4 values=29064; gold 7266=29064/4 (true mean); baseline 14532=29064/2 matches explanation's divide-by-two; ours 29497.5 matches neither (bad sum/grouping).,,,,,
75yz7pci1w1dif3g,bar_stacked,1,0,"Third largest |None of these − Cheese and onion| difference is 0.18, for Age_Group ""60 +"" (diffs: 40–59=0.34, 25–39=0.19, 60+=0.18, 18–24=0.11)",0,Ours value -0.18 (signed) for 60+ matches true 0.18; baseline returned empty/null (filter-then-pairDiff produced no result).,,,,,
7extlfw651gqc5fk,line_multiple,1,1,,0,,,,,,
6rqevjp16hadlyly,line_multiple,0,1,"No — Male diff = 50.3-47.3 = 3.0, Female diff = 43.9-41.3 = 2.6; not the same (answer: false / not equal).",0,"Gold/baseline compareBool==→0.0 correctly say diffs differ (3.0 vs 2.6); ours returns unreduced pairDiff rows, no yes/no answer.",,,,,
1esx2fbduhqn7knk,bar_simple,0,0,"639.5625 (average of remaining values 1279.13, 715.86, 555.8, 7.46 after removing max 5003.23 and min 0)",0,"True avg=639.56; ours returned 5003.23 (the max, bad refs), baseline returned 0.0 (scale-on-sum bug); gold has no spec.",,,,,
1epzpacytv3wx2i6,bar_simple,1,1,"Yes, the values are going up (730→751→772→806, monotonically increasing from 2010 to 2013) = true",0,"Yes/true is the answer; ours compares 806>730=true (correct); baseline compares Year labels 2013>2010 (semantically off-field but scalar still =true, matching answer).",,,,,
1qm2z3ooawf339jz,bar_grouped,0,0,East (sum 1.01) is greater than Scotland (sum 1.00); compareBool East>Scotland = true.,0,"Ours compares East with itself (n2 group=East), giving 0.0; baseline final is empty/null; both miss true answer East>Scotland (1.01>1.00).",,,,,
95yhyqjyeu4fohbj,line_simple,0,0,No — avg of min(1.88)/max(2.71)=2.295 is NOT greater than 2010 value 2.39 (false),0,True answer is false (2.295 < 2.39); gold=0.0 correct; ours=1.0 wrong (duplicate-min bug + flipped compare); baseline produced empty result.,,,,,
62w3xg16iivw11et,bar_stacked,1,1,,0,,,,,,
95wcyze391ifhegp,line_simple,1,1,1.775,0,,,,,,
9douccar3m9ruah4,line_simple,0,0,"Unanswerable from data: data_csv is E-commerce sales share by year (2017-2025), with no Men's/Women's/All Results ""Not at all"" fields the question references.",0,"Question/data mismatch (no Men/Women/All fields in E-commerce data); ours produced no spec, baseline's sum-twice/scale/compare pipeline doesn't answer the question.",,,,,
9mlpjn6pddrbthj8,line_simple,0,1,"No. Sorted ascending 3rd value = 613; average of 2011 (661) & 2012 (650) = 655.5; 613 < 655.5, so false (0).",0,"True answer is false (613 < 655.5); ours returned 1.0/true (wrong), baseline and gold returned 0.0/false (correct).",,,,,
1x37jzohqd666qc0,bar_grouped,1,0,"No (not equal): avg of ""Don't know/no opinion"" = (0.19+0.19+0.18)/3 ≈ 0.1867; sum of diffs = (0.44−0.29)+(0.24−0.28) = 0.15+(−0.04) = 0.11; 0.1867 ≠ 0.11 → false",0,,,,,,
9u3xwiltv2hlcqq1,line_multiple,1,1,"An inverse (negative) relationship: 2007-2012 Democratic government rises (55→61→68) while Strong leader falls (34→30→26). This generalizes — 2012-2015 is inverse reversed (Dem 68→56 down, Strong 26→36 up), and 2002-2007 also moves inversely.",0,"Relationship question; both encode 2007-2012 Dem-increasing/Strong-decreasing (inverse) plus reversed-inverse for 2012-2015 and 2002-2007 via monotonicRun rows, matching the true inverse relationship.",,,,,
1hv85ef35tbvldiq,bar_simple,1,1,,0,,,,,,
au22oa0vjosoagxu,line_multiple,1,1,"Male life expectancy decreased from 2008 to 2015 (70.72 down to 64.02), the longest continuous decline; the steepest/most visually obvious portion is 2008-2014 as the explanation notes.",0,"All three filter male then identify the decreasing run; ours isolates 2008-2014 (matches explanation), baseline returns all negative-lagDiff years (2008-2015 span), both valid row-set answers for the decline period.",,,,,
albgfrf44bz6134k,line_simple,0,1,"No. Average annual increase = 25.83M; no single annual increase equals it (increases range 23.37–28.16, closest 25.92).",0,"Ours returns unreduced rolling-window rows (no answer); baseline computes avg=25.83 via (max-min)*0.1 then compareBool=0.0 (false=No), matching truth.",,,,,
23bplnbw291p6nil,bar_grouped,0,0,8427 (Male 36983 - Female 28556 for 50 to 59),0,"Gold=8427 matches data; ours and baseline both produced NaN due to malformed retrieveValue targets/fields, so both wrong.",,,,,
aoycx517slbw0ifa,bar_stacked,1,0,"Entertainment division, total 1983.2 million euros (2015-2018: 514.5+578.1+482.5+408.1)",0,Ours returns Entertainment sum 1983.2 (matches); baseline 3575.3 is wrong number; gold absent.,,,,,
aqowly2mmavof3f1,line_simple,1,1,"2011-2019 (years 11 through 19): unemployment rate decreased continuously every year, 5.6→4.8→4.4→4.0→3.5→3.1→3.0→2.6→2.3 — the longest decreasing run (9 points).",0,"Longest continuous decrease is years 11-19; ours and baseline both filter 11-19 + monotonicRun longest decreasing, returning the correct period as rows.",,,,,
23zc8kuhnpespj98,bar_grouped,1,0,"Comedy (Boys share = 0.572, the highest among Boys)",0,,,,,,
1hm06wtar7gh92c8,bar_simple,1,1,,0,,,,,,
amn6abwhwmc7ksaz,line_simple,0,0,2016 (its within-year change of -0.24 / magnitude 0.24 is the greatest of any year),0,"True answer is year 2016; ours sums all data to 7.33, baseline returns 0.63 (a quarter price), neither yields the year or the change.",,,,,
221xoyhy3yziwabm,bar_grouped,0,0,"Satisfied (0.77) > Dissatisfied (0.23), so more were satisfied (comparison = true).",0,Ours sums the entire 2014 group twice (no satisfaction-level filter) and compares 1.0>1.0=0.0; gold's 1.0 (satisfied greater) matches my computation.,,,,,
25n4mzhv6y1p36dl,bar_grouped,1,0,,0,,,,,,
ay58pwlf97q0osw6,bar_stacked,0,0,"Commercial (range = 284.6 - 21.1 = 263.5, the largest; Broadcasting 230.5, Matchday 45.8)",0,"True answer is Commercial; ours returned compareBool=0 over only 2 channels, baseline returned empty over wrong channels (Commercial vs Matchday); neither names the channel.",,,,,
bhaqrpqx0hwtcol5,line_multiple,1,1,2016-2018 (greatest gap = 5.1 years: Canada 82.0 vs NWT 76.9),0,,,,,,
b1jrtiwi2x01zdtw,line_multiple,1,1,,0,,,,,,
bfi0ia7zx8pjb5g8,bar_stacked,1,1,0 years (Hardlines+Diversified stacked sum peaks at ~49.2 in 2012; never exceeds 60),0,"Question asks years where Hardlines+Diversified share >60; max H+D sum is 49.2, so true answer is 0; both systems returned 0.0 (correct); gold has no spec.",,,,,
ahxo354yj7g4m6h1,line_simple,0,0,"diff = 10.3 - 8.1 = 2.2pp over 10 yrs -> 0.22% per year (percentage reading) or $4,400,000/year ($2B dollar reading)",0,"Gold=0.22 matches actual 2.2pp/10yr; ours used rounded 2% (4.0M vs actual 4.4M); baseline 160M implies diff 0.8, way off.",,,,,
apsxmes1emdu9vtk,bar_stacked,1,1,"0.26 million (260,000) inhabitants — the ""80 years and older"" group (the intended ""steady"" group per the explanation) in 2018.",0,"Both returned 0.26 (80+ group, 2018) = intended answer; note the explanation mis-states it as 0.25/250k (that's 2017), and by raw absolute change 40–59 is actually steadiest (1.56), but the 80+ interpretation is intended and the systems read the correct value.",,,,,
1hp11sl0mo4ohtpo,bar_simple,1,1,,0,,,,,,
1it2ia9kmdihxan8,bar_simple,1,1,,0,,,,,,
b8um9hhxelrqowd9,line_simple,1,0,Yes — 2010 value 13.01 > average ≈12.997 (true),1,,,,,,
c41fny6w7gwpawbn,line_multiple,0,1,2010 (absolute difference = 0),0,"Lowest difference is magnitude-based = 2010 (0); ours used signed/non-absolute min returning 2017 (-88), baseline used absolute returning 2010.",,,,,
263367gingx3k5hu,bar_grouped,0,0,"288 (sum of 2017-2011 increases for China 243, Japan 7, South Korea 13, Other Asia 21, Taiwan 4)",0,True sum-of-increases is 288 (gold correct); ours=-2301 and baseline=1018 are both genuinely wrong numbers.,,,,,
bnil22qu3wwatrc7,bar_stacked,0,1,4.5 (Western Europe avg 25.5 minus rest avg 21.0),0,"True diff = 25.5 - 21.0 = 4.5; gold and baseline match; ours returned 0.0 because its exclude filter chained off the already-Western-Europe-filtered n1, making both averages identical.",,,,,
1lg9qn6shf8ifsdq,bar_simple,1,1,"Yes/True — (sum until Jan 2013)=28.74, ×3=86.22; (sum from Feb 2013)=99.02; 86.22 < 99.02 is True",0,,,,,,
2a7luy1tzrplr2as,bar_grouped,0,0,"3 years (FY2018=7.81, FY2019=7.71, FY2020=6.34 all exceed 6 billion)",0,"True per-year totals over 6B = 3 (FY18/19/20); both ours and baseline returned 1, grouping by rice type instead of fiscal year; gold absent.",,,,,
awg12vb36ndo75tq,line_simple,0,1,"No. First-6-years delta (2008→2013) = 7.3-3.6 = 3.7; last-6-years delta (2015→2020) = 9.4-7.6 = 1.8. Since 1.8 < 3.7, poverty did NOT increase faster in the last 6 years → False (0.0).",0,"True answer is False/No (first-period rise 3.7 > last-period rise 1.8); gold=0.0 and baseline=0.0 match, ours=1.0 is wrong (malformed compareBool comparing filter rows vs diff).",,,,,
cby91tt3tvahsmuj,line_multiple,0,0,"No — 2012 difference is 55, which is NOT bigger than the average absolute difference (~58.36). Answer: false.",0,"Ours used signed pairDiff (parties swap leads), dropping avg to ~5.93 → returns true; correct magnitude reading gives false, matching gold.",,,,,
1lf1h5jf9ymeid5q,bar_simple,1,0,2 (years 2004 with +3.6 and 2013 with +3.38 have an increase > 3 million vs prior year),0,,,,,,
bpmaqi8nt785y4ay,bar_stacked,0,0,"3 years (2013, 2015, 2016); not more than 3, so the answer to ""more than 3 years?"" is No (count = 3).",0,"Count of American-majority years is 3; gold=3 correct, both ours and baseline returned empty/null.",,,,,
c3mncg8r4g6bjoon,bar_stacked,0,1,Germany (59) > avg of rest (57) → higher; compareBool TRUE (1.0),0,"Germany 59 vs rest-avg 57; ours reversed compareBool operands giving 0.0 (False), wrong answer to ""is Germany higher""; baseline and gold give 1.0 (True).",,,,,
c1dkepdvg39l54su,bar_stacked,1,1,,0,,,,,,
1jgaguuh4rqlk7sq,bar_simple,0,1,"227915 (sum 2008-2013 = 813431, sum 2014-2019 = 585516, difference = 227915)",0,"Ours=0 because n4 sum wrongly references n1 (first range) instead of n3, so both sums equal; gold/baseline=227915 correct.",,,,,
2ecy6apyrdfpoqbo,bar_grouped,1,0,6,0,"All 6 fiscal years have beer < (soft drink + hot dog), so answer is 6; ours=6 correct, baseline=1 wrong, gold absent.",,,,,
b4o9bh8f969q6kqa,line_simple,0,1,4,0,"Avg=331/9=36.78; 4 years (2015,2016,2018,2019) below it; gold/baseline=4 correct, ours=0 wrong (filter with literal 36.778 matched nothing).",,,,,
ciqofa9lr4z5kz7d,line_multiple,1,1,,0,,,,,,
avwb8xstxx1lmfpk,line_simple,1,1,,0,,,,,,
bkemtvekxtnuk8bf,line_multiple,1,1,,0,,,,,,
1j86ensex8nyvdyk,bar_simple,0,1,"The 2015–2017 range (increase of 4.8 million, the largest end−start delta of any 3-year window)",1,"Highest-increase 3yr range is 2015–2017 (+4.8); baseline's target 2015__2017 matches, ours/gold return 2017__2019 (highest sum/avg level, not increase).",,,,,
273wm22z47ptlhzz,bar_grouped,0,0,"No. Male sum (Today 0.08 + Prev week 0.09 = 0.17) is less than Female sum (0.10 + 0.09 = 0.19), so ""male > female"" is false.",0,Gold value 0.0 (false: 0.17<0.19) is correct; ours produced empty/null result; baseline has no spec.,,,,,
1gdzafocxmz7rswi,bar_simple,0,1,4,0,"Diff of two biggest (335-209=126); years <126 are 15,34,68,125 => 4. Ours=0 wrong, baseline=4 correct, gold=4 correct.",,,,,
9r7co7yl1osn3zg4,line_simple,1,1,,0,,,,,,
a6gnu78mgn3xmqhu,line_simple,1,1,,0,,,,,,
87b7sitfbe4ttuns,bar_stacked,0,0,"5 (all five restaurant types have |active - inactive| diff < 1.0: Family 0.19, Casual 0.32, Fine 0.16, Quick 0.17, Fast casual 0.14)",0,True count is 5; ours returned 1 and baseline 0 because diff collapsed to one scalar instead of per-restaurant diffs before the count.,,,,,
2203wq7kgv5ha9fi,bar_grouped,1,0,,0,,,,,,
20lb7iojghs85r21,bar_grouped,0,0,"2015 (two smallest = 0.010 & 0.052, difference 0.042 — the biggest per-year gap between the two smallest percentages)",0,"Baseline ignored per-year grouping, took global two min (0.01,0.013) → diff 0.003; true answer is year 2015 / diff 0.042.",,,,,
1xj7x49epprmpod7,bar_grouped,0,0,122,0,"True sum of above-average diffs = 122 (gold matches); ours=0 (filter>0 on negated diffs), baseline=-18 (wrong subset), neither is ±122.",,,,,
7iy5s09teyeaybzy,line_multiple,0,0,"2013 (sum 141.41, closest to average 141.05)",0,"Answer is year 2013; both ours and baseline returned scalar value 0.0 (target __sum__), not the year, so both wrong; gold has no spec.",,,,,
9sdl1j9l1fbhwq09,line_multiple,0,0,"6 years (2013-2018), where both female (>63.63 avg) and male (>57.37 avg) exceed their respective gender averages",0,"True=6 (years both genders above own avg); ours=0 (no filter, bad group count); baseline=1 (compareBool boolean, not a year count); gold=9 is a pooled rows-above-avg reading, arithmetically consistent so not flagged.",,,,,
1g17ep9vho38jvcz,bar_simple,1,1,,0,,,,,,
83hx57gqlkd9sldn,line_multiple,0,0,"2013 (Bad-Good difference = 64), the 3rd biggest among years with more bad than good",0,"True 3rd-biggest is 2013 (diff 64); gold matches; ours sorted unfiltered set -> 2014/14, baseline returned 2009/52 (the 5th), both wrong.",,,,,
21klhgimadx4zsi9,bar_grouped,0,0,2020 (sum 17534 million euros),0,"Both flat-sum the whole field (103084) instead of grouping by year; answer should be year 2020 (17534), so both wrong.",,,,,
77xb5ug5lhfmkb74,bar_stacked,0,0,230769 (sum of Germany+Great Britain+Spain+Rest of Europe for 2011-2014),0,"Gold=230769 matches true Europe (4 regions, 2011-2014); ours=62863 wrong (only grouped Rest of Europe, value matches neither interp); baseline empty.",,,,,
a7byilpdrc3cbjr4,bar_stacked,0,0,"1 (Spain: Keep the same 52% highest, Decrease 33% second-highest)",0,"Per-country: only Spain has Keep-the-same highest and Decrease second, so answer=1; ours returned 0, baseline/gold produced no spec.",,,,,
7mw5410egrxfi2oy,line_multiple,0,0,"33.4 (exclude 2002 max-Favorable=72 and 2007 max-Unfavorable=42; avg of diffs for 2003,2005,2009,2013,2015 = (29+22+40+34+42)/5 = 167/5)",0,Ours returned NaN (and logic keeps extremum years instead of excluding them); expected average 33.4. Gold and baseline have no spec.,,,,,
1hlsoeyqlr1r1n41,bar_simple,0,0,,0,,,,,,
90tonvacpe7zniv9,bar_stacked,0,0,"Fair and balanced (top perception for 2 of 3 female figures: Catherine 0.44, QEII 0.55; also the single biggest share at 0.55)",0,"Answer is ""Fair and balanced""; ours returned Overly critical/0.5 (hardcoded group), baseline returned Don't know/0.21 instead of the true max 0.55.",,,,,
ae2xp7bacbbs0kmx,line_simple,1,1,,0,,,,,,
1g95in84ywix6pcf,bar_simple,1,1,,0,,,,,,
9r3kyy2jo2o66msh,line_simple,1,0,,0,,,,,,
ckptmodbya2m1mih,bar_stacked,1,1,,0,,,,,,
rx7zzpt8c0ue86y3,line_multiple,0,0,"36.75 (average Favorable ratio for 2013-2016, the years where Unfavorable > 50: (37+35+38+37)/4)",0,Both ours and baseline returned NaN; filter on Unfavorable>50 then average on Favorable group failed to carry years cross-group (true answer 36.75); gold absent.,,,,,
88sup9tkwx0lwkgw,bar_stacked,0,0,420 (EMEA avg 1683.14 - Asia avg 1263.14 over years 2016-2020 where Asia>1000),0,"True answer 420; ours spec wrongly averages EMEA twice and both systems' executed value is NaN, neither equals 420.",,,,,
9g5a38vcep03acdu,bar_stacked,0,0,"2009 (highest YoY growth rate of total US+International net sales, ~7.17%)",1,"True answer is 2009; gold returns 2021 (used Walmart US only + absolute diff, not total growth rate); ours returned empty/null; baseline returned NaN.",,,,,
fsraebh4cpmzc7ut,line_simple,0,1,"3 (years 2012, 2014, 2019 increased vs prior year)",0,"True answer is 3; ours count node points to n2 (pre-positive-filter lagDiff) giving 9, baseline counts n3 giving 3.",,,,,
h33j4k50c44wni7l,line_simple,1,1,,0,,,,,,
gnin1xu8b8rbtv34,line_multiple,1,1,,0,,,,,,
58wxo6da4x2w1ass,bar_grouped,0,0,,0,,,,,,
f12st3qo0kz1egmp,line_multiple,0,0,"Yes. First post-2004 year where ""important"" exceeded 2004 (67) is 2016 (74); ""unimportant"" (Things will be the same) decreased that year (34 in 2012 -> 22 in 2016; also below 29 in 2004).",0,,,,,,
a0m3af45az33ngmr,bar_stacked,0,0,"2020 (sheep share ~4.75%, highest of all years)",0,"True answer 2020; ours returned NaN (diff Sheep-Pork), baseline returned 1547.94 (no year); gold target=2020 matches.",,,,,
i0fd8sbi945erf7p,line_multiple,0,0,,0,,,,,,
50pei8jwlb2g5h1q,bar_grouped,1,0,"Germany (smallest decrease: ~5.74% rate, 4.20 GBP absolute)",0,,,,,,
g1s9b91z7xw8flg2,line_simple,0,1,0.8725 (avg before 2012 = 3.1375 minus avg 2012-onward = 2.265),0,"Ours' ops2 filter chains on n1 (already-filtered 2008-2011) so the 2012-2015 subset is wrong, yielding 0.2775 vs true 0.8725; baseline and gold both correct.",,,,,
0gt3h2146jc47ovx,bar_simple,0,1,3.6 (Iron 19 + Zinc 17 = 36; 36 / Water 10 = 3.6),0,Ours sum/group misfired yielding 0.0 ratio; baseline and gold both give correct 3.6.,,,,,
31d6673lje5rb1nw,bar_grouped,0,1,Confederacy (Killed/Total Casualties: Union 3155/23049≈0.1369 vs Confederacy 3903/28063≈0.1391; Confederacy higher),0,"Confederacy higher; gold/baseline both encode compareBool(Union>Conf)=0.0 (false, correct); ours returns unreduced rows (null), no comparison answer.",,,,,
0cy2ufyjsinsswpm,bar_simple,0,0,"50-59 years (cumulative from 20s: 16.48% + 13.07% + 15.65% + 18.50% = 63.7%, first exceeds 50% at 50-59)",0,"Answer is the age group ""50-59 years""; baseline returned scalar 540232 (a sum), not the cutoff group; ours and gold produced no spec.",,,,,
0ivzc37gi49isy9n,bar_simple,1,1,,0,,,,,,
guhd9zsodg7n408g,line_simple,1,1,4910 (increase from 8991 in 2010 to 13901 in 2019),0,,,,,,
0ijwrg723j4v8s3e,bar_simple,0,0,~65.35% (Asia 59.51 / Northern-Hemisphere sum 91.07 = Asia+Africa+Europe+Northern America),0,Gold=65.35% matches data; ours omitted Africa from NH giving 80.57%; baseline executed to null/empty.,,,,,
56010lp5kjl1p4by,bar_grouped,0,0,0.2175 (part-time growth 2.3/1.5=1.533 minus full-time growth 2.5/1.9=1.316),0,True diff of growth ratios = 0.2175; gold matches; ours and baseline both produced NaN (broken/wrong-field specs).,,,,,
