Unnamed__0,population,country,year
18837,6280842.0,switzerland,1977
7912,24326092.0,ghana,2008
8831,6243859.0,hong kong,1995
20564,58635204.0,united kingdom,1999
13634,36467880.0,nigeria,1949
10237,16430588.0,kazakhstan,1988
15515,3206883.0,oman,2011
5363,45895532.0,democratic republic of congo,1998
3901,2441014.0,central african republic,1981
21586,4215772416.0,world,1977
4661,2385433.0,congo,1990
15439,436385.0,oman,1935
1198,1361855386.0,asia,1949
809,5022111.0,angola,1956
20116,195600000.0,ussr,1955
1274,,asia & oceania (eia),1982
6032,33204632.0,egypt,1968
12847,30344282.0,myanmar,1975
11430,18867340.0,malawi,2019
5429,3922171.0,denmark,1942
5614,8540790.0,dominican republic,2000
4947,2491434.0,cuba,1913
14397,1982458.0,north macedonia,1994
11047,522741971.0,lower-middle-income countries,1901
1337,,asia pacific (ei),1965
17274,197511.0,sao tome and principe,2014
3556,3081868.0,cameroon,1927
4068,,central and south america (shift),1968
19379,61745216.0,thailand,1998
1727,6936443.0,austria,1950
8723,977626715.0,high-income countries,1987
9630,20948856.0,iraq,1995
10566,6600736.0,laos,2013
18013,236454207.0,south america,1979
13136,9459164.0,netherlands,1945
6271,190846.0,eswatini,1932
8197,56835.0,greenland,2006
4754,3821428.0,costa rica,1998
8748,1169663185.0,high-income countries,2012
1392,,asia pacific (ei),2020
4813,2083706.0,cote d'ivoire,1934
15414,412514.0,oman,1910
7757,78364216.0,germany,1976
764,2892945.0,angola,1911
13891,,non-opec (ei),2006
16627,16630.0,qatar,1907
19971,10922.0,tuvalu,2014
20745,,united states pacific islands (shift),2014
7031,,european union (eia),2005
13985,171071933.0,north america,1935
9560,3707365.0,iraq,1925
4975,4808265.0,cuba,1941
13462,6850546.0,nicaragua,2021
7259,40028393.0,france,1927
18874,8187792.0,switzerland,2014
20462,9287286.0,united arab emirates,2020
17899,37393848.0,south africa,1988
10190,124612528.0,japan,2021
19493,304163.0,trinidad and tobago,1905
2118,157830000.0,bangladesh,2015
9031,,ieo - middle east (eia),1987
19316,14065091.0,thailand,1935
3301,19835860.0,burkina faso,2017
16860,21167270.0,romania,1975
7506,322401.0,gabon,1921
9937,41185511.0,italy,1933
9356,106260752.0,indonesia,1967
13667,77388072.0,nigeria,1982
13845,,non-oecd (eia),2017
10654,4178786.0,lebanon,1998
6284,246248.0,eswatini,1945
15856,4291592.0,papua new guinea,1993
4267,16495543.0,chile,2007
2191,237698.0,barbados,1965
5562,69501.0,dominica,1990
8321,164022.0,guam,2004
20250,29855635.0,ukraine,1926
2286,6705987.0,belgium,1900
8113,,greenland,1922
951,88512.0,antigua and barbuda,2013
18681,6625775.0,sweden,1944
5785,,eastern africa (ei),1967
16825,15807371.0,romania,1940
69,7023527.0,afghanistan,1946
6362,35818844.0,ethiopia,1981
21121,5146496.0,venezuela,1948
16257,17532623.0,philippines,1948
20334,44982568.0,ukraine,2015
14122,,north america (ei),2014
14774,,oecd (shift),1960
9300,43254585.0,indonesia,1911
1467,,asia and oceania (shift),1972
9198,338643856.0,india,1932
3990,,central america (ei),2013
2457,4551384.0,benin,1986
17836,7928675.0,south africa,1925
4569,806168.0,comoros,2020
22000,13025789.0,zimbabwe,2011
654,12613398.0,algeria,1966
14270,,north america (shift),2016
20203,24763328.0,uganda,2001
15088,,opec (shift),1931
8637,445426228.0,high-income countries,1901
13767,,non-oecd (ei),1982
7660,4061127.0,georgia,2002
20907,1679054459.0,upper-middle-income countries,1980
11836,15963464.0,mexico,1927
13318,1239349.0,new zealand,1920
1711,6700745.0,austria,1934
1201,1434494047.0,asia,1952
7423,274908.0,french polynesia,2006
7230,5535982.0,finland,2021
17788,8384475.0,somalia,1999
3401,5932789.0,burundi,1995
13064,22305572.0,nepal,1995
14598,,oecd (ei),1972
7441,,g20 (ember),2002
4289,408803510.0,china,1906
15153,,opec (shift),1996
4066,,central and south america (shift),1966
18031,334414072.0,south america,1997
19543,742582.0,trinidad and tobago,1955
7597,1836711.0,gabon,2012
20187,15038924.0,uganda,1985
20211,31412526.0,uganda,2009
8150,30788.0,greenland,1959
10283,23918238.0,kenya,1991
15619,,other non-oecd - europe and eurasia (eia),1988
17416,7754296.0,senegal,1991
12138,,middle east (eia),1986
2757,256722.0,botswana,1926
19318,14711381.0,thailand,1937
7489,356586.0,gabon,1904
4510,41648272.0,colombia,2004
20406,165324.0,united arab emirates,1964
5898,4248164.0,ecuador,1957
7123,48444.0,faroe islands,2013
10866,5687561.0,libya,2004
6783,,europe (shift),1917
9981,55649672.0,italy,1977
5237,14150000.0,czechoslovakia,1965
12458,2902826.0,mongolia,2014
8103,,greenland,1912
12073,,middle africa (ei),2022
9364,131213216.0,indonesia,1975
312,,africa (ei),2009
18245,,south and central america (ei),1977
4720,15225.0,cook islands,2006
3321,1445958.0,burundi,1915
9166,280714154.0,india,1900
1511,,asia and oceania (shift),2016
7717,70133471.0,germany,1936
21114,4240690.0,venezuela,1941
13940,,non-opec (eia),2012
20246,28784429.0,ukraine,1922
20358,54971.0,united arab emirates,1916
10800,846401.0,libya,1938
19616,2033194.0,tunisia,1905
8923,10114177.0,hungary,1964
15561,,other non-oecd - america (eia),2014
6986,429699089.0,european union (27),2003
9884,6475917.0,israel,2003
10511,4935185.0,kyrgyzstan,2000
14048,473719801.0,north america,1998
4432,7255586.0,colombia,1926
7956,31289.0,gibraltar,2010
20697,308512032.0,united states,2009
17135,6283.0,saint pierre and miquelon,2001
3088,133349.0,brunei,1970
9188,304937193.0,india,1922
5369,54815608.0,democratic republic of congo,2004
15813,2554387.0,panama,1992
11318,3874476.0,madagascar,1949
1869,377956.0,bahamas,2011
7839,3930661.0,ghana,1935
7059,2397.0,falkland islands,1991
17830,7042968.0,south africa,1919
21359,,wake island (eia),2020
3969,,central america (ei),1992
11009,266329993.0,low-income countries,1986
13275,217134.0,new caledonia,1999
8556,744102.0,guyana,1991
18307,20672994.0,spain,1916
5659,,eu28 (shift),1923
6159,1043698.0,equatorial guinea,2009
12644,35528116.0,morocco,2017
12772,9411380.0,myanmar,1900
9667,4331518.0,ireland,1909
10643,3390870.0,lebanon,1987
2113,148391136.0,bangladesh,2010
3537,2998924.0,cameroon,1908
19924,28601.0,turks and caicos islands,2009
9843,2069094.0,israel,1962
8475,7262110.0,guinea,1994
2456,4419558.0,benin,1985
14869,,oecd - asia and oceania (eia),2018
16487,6944245.0,portugal,1932
17016,5282.0,saint helena,2008
18150,44932856.0,south korea,1993
20331,45406228.0,ukraine,2012
13071,25332178.0,nepal,2002
515,1229519.0,albania,1949
10516,5193112.0,kyrgyzstan,2005
13569,14365171.0,niger,2006
2928,108700512.0,brazil,1975
5165,10527584.0,czechia,2016
2668,7244896.0,bolivia,1991
10936,82640151.0,low-income countries,1913
14246,,north america (shift),1992
20664,213270032.0,united states,1976
348,,africa (ember),2022
4534,375661.0,comoros,1985
19223,11289560.0,tanzania,1964
2933,122288384.0,brazil,1980
10395,109927.0,kuwait,1915
5365,48616328.0,democratic republic of congo,2000
13756,,non-oecd (ei),1971
13094,5357276.0,netherlands,1903
8714,912288970.0,high-income countries,1978
12352,715068.0,mongolia,1908
17017,5306.0,saint helena,2009
3007,27984.0,british virgin islands,2011
16256,17112990.0,philippines,1947
21723,15820000.0,yugoslavia,1948
8107,,greenland,1916
6858,,europe (shift),1992
3157,4783417.0,bulgaria,1916
11714,389625.0,martinique,2011
452,,africa (shift),2003
1801,7009132.0,azerbaijan,1986
3376,3497842.0,burundi,1970
8359,1663732.0,guatemala,1920
10583,,latin america and caribbean (ember),2008
1126,86877.0,aruba,1999
3739,26815068.0,canada,1988
13448,5607460.0,nicaragua,2007
7697,63683770.0,germany,1916
5008,9413106.0,cuba,1974
13206,17041110.0,netherlands,2015
20654,191830976.0,united states,1966
11781,1147165.0,mauritius,1994
16942,145742288.0,russia,2019
21548,2266483407.0,world,1939
1175,1124894923.0,asia,1926
8447,13979451.0,guatemala,2008
1965,434387.0,bahrain,1985
3996,,central america (ei),2019
3717,20055242.0,canada,1966
2980,12778.0,british virgin islands,1984
5819,,eastern africa (ei),2001
16159,14674787.0,peru,1973
15575,,other non-oecd - asia (eia),1986
18394,42230268.0,spain,2003
20810,106499.0,united states virgin islands,2005
14762,,oecd (shift),1948
4165,3351643.0,chile,1905
779,3069363.0,angola,1926
10616,2294342.0,latvia,2003
19126,23821468.0,taiwan,2020
3096,176184.0,brunei,1978
2184,230355.0,barbados,1958
15263,6273490.0,oceania,1905
13864,,non-opec (ei),1979
12848,30941380.0,myanmar,1976
19709,9677147.0,tunisia,1998
1313,,asia & oceania (eia),2021
16163,16224614.0,peru,1977
12133,,middle east (eia),1981
9137,266230.0,iceland,1994
15172,,opec (shift),2015
17933,59893884.0,south africa,2022
6712,,europe (ei),1992
12494,10918.0,montserrat,1989
17876,19187198.0,south africa,1965
912,,antarctica,2016
851,15366866.0,angola,1998
10484,2153485.0,kuwait,2004
13382,3250341.0,new zealand,1984
18827,5992343.0,switzerland,1967
20439,2746127.0,united arab emirates,1997
4191,4711552.0,chile,1931
674,22882560.0,algeria,1986
7258,39769931.0,france,1926
939,76227.0,antigua and barbuda,2001
12593,13738507.0,morocco,1966
10120,85683472.0,japan,1951
14184,,north america (shift),1930
1161,1014258627.0,asia,1912
9590,6405692.0,iraq,1955
2512,61004.0,bermuda,1999
96,11575308.0,afghanistan,1973
2341,8834527.0,belgium,1955
12726,10019210.0,mozambique,1976
19573,1199791.0,trinidad and tobago,1985
9170,286435299.0,india,1904
16601,3825629.0,puerto rico,2003
8845,7094600.0,hong kong,2009
15964,,persian gulf (eia),2017
19619,2136800.0,tunisia,1908
20421,908463.0,united arab emirates,1979
12559,6652636.0,morocco,1932
5681,,eu28 (shift),1945
11711,395490.0,martinique,2008
16370,28959278.0,poland,1938
2914,75330008.0,brazil,1961
11441,2563685.0,malaysia,1908
6384,73168848.0,ethiopia,2003
1954,270637.0,bahrain,1974
15965,,persian gulf (eia),2018
16319,94636704.0,philippines,2010
15689,29081706.0,pakistan,1936
18528,98944.0,suriname,1913
14533,3723510.0,norway,1965
6286,255790.0,eswatini,1947
11146,2465592691.0,lower-middle-income countries,2000
5297,9452362.0,democratic republic of congo,1932
10709,2037687.0,lesotho,2011
18257,,south and central america (ei),1989
4920,4382142.0,croatia,2009
8783,7383408.0,honduras,2004
5381,81430976.0,democratic republic of congo,2016
4764,4501921.0,costa rica,2008
397,,africa (shift),1948
8739,1094702298.0,high-income countries,2003
6300,352981.0,eswatini,1961
12118,,middle east (ei),2009
14677,,oecd (eia),2008
17586,2168370.0,singapore,1973
14757,,oecd (shift),1943
6075,89200056.0,egypt,2011
20609,105407425.0,united states,1921
21936,2616729.0,zimbabwe,1947
14553,4152640.0,norway,1985
10321,68283.0,kiribati,1986
15990,,persian gulf (shift),1921
10680,1488398.0,lesotho,1982
10597,,latin america and caribbean (ember),2022
19284,7687512.0,thailand,1903
9430,9531760.0,iran,1918
3392,5041711.0,burundi,1986
3546,2845996.0,cameroon,1917
4360,942581312.0,china,1977
17758,553727.0,solomon islands,2011
21070,304414.0,vanuatu,2019
6558,,eurasia (shift),2013
13265,173170.0,new caledonia,1989
5273,8751740.0,democratic republic of congo,1908
21247,25627542.0,vietnam,1951
7866,7281192.0,ghana,1962
16093,3984391.0,peru,1907
19459,99507.0,tonga,1993
7317,55108104.0,france,1985
11405,10131796.0,malawi,1994
21044,162564.0,vanuatu,1993
2093,107147656.0,bangladesh,1990
17406,5852029.0,senegal,1981
7112,46837.0,faroe islands,2002
19333,21443944.0,thailand,1952
6357,1160430.0,eswatini,2018
5771,1088492.0,east timor,2010
4101,,central and south america (shift),2001
4490,28689038.0,colombia,1984
21103,3592246.0,venezuela,1930
15959,,persian gulf (eia),2012
18566,201005.0,suriname,1951
5171,10493990.0,czechia,2022
9733,3157921.0,ireland,1975
15523,4602769.0,oman,2019
21186,29838022.0,venezuela,2013
5543,971761.0,djibouti,2013
12946,10405.0,nauru,1999
18326,24576871.0,spain,1935
16540,9996891.0,portugal,1985
28,4982681.0,afghanistan,1905
18848,6592667.0,switzerland,1988
19074,14271108.0,taiwan,1968
6036,36330772.0,egypt,1972
10404,118694.0,kuwait,1924
20677,244954096.0,united states,1989
15204,,opec - africa (eia),2010
12498,9571.0,montserrat,1993
15241,,opec - south america (eia),2005
17311,2532162.0,saudi arabia,1929
12831,21252048.0,myanmar,1959
1153,956881796.0,asia,1904
1196,1341005319.0,asia,1947
1723,6850744.0,austria,1946
15817,2771607.0,panama,1996
10481,1991676.0,kuwait,2001
5015,9848561.0,cuba,1981
8455,16291004.0,guatemala,2016
14077,,north america (ei),1969
15555,,other non-oecd - america (eia),2008
2916,79915560.0,brazil,1963
16274,32805534.0,philippines,1965
7490,353102.0,gabon,1905
952,89252.0,antigua and barbuda,2014
7149,804575.0,fiji,1997
4528,51874028.0,colombia,2022
860,20909692.0,angola,2007
7642,2189023.0,gambia,2014
21590,4524627456.0,world,1981
3892,,central & south america (eia),2014
16924,146235520.0,russia,2001
2401,11248306.0,belgium,2015
6997,442278071.0,european union (27),2014
10808,1017838.0,libya,1946
5792,,eastern africa (ei),1974
1959,346705.0,bahrain,1979
94,11015853.0,afghanistan,1971
17695,1989799.0,slovenia,1991
920,65246.0,antigua and barbuda,1982
12172,,middle east (eia),2020
15798,4909775.0,palestine,2019
21076,2796321.0,venezuela,1903
16099,4296321.0,peru,1913
2762,284571.0,botswana,1931
19865,4031701.0,turkmenistan,1993
6518,,eurasia (shift),1973
4894,23596738.0,cote d'ivoire,2015
17770,5934940.0,somalia,1981
8533,1567226.0,guinea-bissau,2010
17912,47229712.0,south africa,2001
1499,,asia and oceania (shift),2004
18373,37982144.0,spain,1982
15043,,opec (eia),2008
21256,32718462.0,vietnam,1960
19854,84135432.0,turkey,2020
2924,98766288.0,brazil,1971
1405,,asia and oceania (shift),1910
14373,23638414.0,north korea,2002
3022,19338.0,brunei,1904
18603,402145.0,suriname,1988
15962,,persian gulf (eia),2015
8326,164593.0,guam,2009
15432,429138.0,oman,1928
14475,2346723.0,norway,1907
19293,8697882.0,thailand,1912
3014,30359.0,british virgin islands,2018
14616,,oecd (ei),1990
13683,116690528.0,nigeria,1998
11848,19510841.0,mexico,1939
13614,26326182.0,nigeria,1929
4189,4569171.0,chile,1929
19163,4881781.0,tanzania,1904
1633,25921094.0,australia,2021
15541,,other non-oecd - america (eia),1994
21725,16300000.0,yugoslavia,1950
7485,369735.0,gabon,1900
8781,7019912.0,honduras,2002
18792,4076857.0,switzerland,1932
17006,6183.0,saint helena,1998
10092,58674033.0,japan,1923
15123,,opec (shift),1966
9556,3513464.0,iraq,1921
3368,2887397.0,burundi,1962
18504,35159792.0,sudan,2012
8275,424068.0,guadeloupe,2000
9500,52111868.0,iran,1988
10019,60232908.0,italy,2015
4685,4944865.0,congo,2014
12663,3834893.0,mozambique,1913
3728,23715310.0,canada,1977
16966,8109994.0,rwanda,2000
10139,105416840.0,japan,1970
2427,224917.0,belize,1998
19351,35791728.0,thailand,1970
16189,27623344.0,peru,2003
8999,,ieo - africa (eia),1997
21517,1737874788.0,world,1908
5531,765496.0,djibouti,2001
7385,228469.0,french guiana,2010
17267,169859.0,sao tome and principe,2007
18582,343635.0,suriname,1967
3733,25101514.0,canada,1982
10386,102594.0,kuwait,1906
4359,929375936.0,china,1976
6374,53791672.0,ethiopia,1993
2222,262808.0,barbados,1996
17137,6228.0,saint pierre and miquelon,2003
7981,5483067.0,greece,1913
21093,3255672.0,venezuela,1920
8212,56266.0,greenland,2021
10711,2073948.0,lesotho,2013
15352,28455275.0,oceania,1994
253,1001981577.0,africa,2008
7917,27525586.0,ghana,2013
16622,16221.0,qatar,1902
4109,,central and south america (shift),2009
21937,2666945.0,zimbabwe,1948
19238,18698646.0,tanzania,1979
9914,35939804.0,italy,1910
15310,13224304.0,oceania,1952
636,8733267.0,algeria,1948
3232,8721659.0,bulgaria,1991
3829,30061.0,cayman islands,1993
5289,8526723.0,democratic republic of congo,1924
4389,1313086592.0,china,2006
10112,76666406.0,japan,1943
17823,6295888.0,south africa,1912
16110,4992494.0,peru,1924
15232,,opec - south america (eia),1996
15007,,opec (ei),2015
14215,,north america (shift),1961
7545,513346.0,gabon,1960
11304,3073990.0,madagascar,1935
15351,28038745.0,oceania,1993
20799,102653.0,united states virgin islands,1994
1943,179903.0,bahrain,1963
9749,3504806.0,ireland,1991
5663,,eu28 (shift),1927
12358,724737.0,mongolia,1914
1287,,asia & oceania (eia),1995
2522,63375.0,bermuda,2009
7505,320664.0,gabon,1920
4949,2647842.0,cuba,1915
16179,23513888.0,peru,1993
21195,28301700.0,venezuela,2022
9591,6552814.0,iraq,1956
14244,,north america (shift),1990
4506,39215136.0,colombia,2000
9303,44647319.0,indonesia,1914
3855,66152.0,cayman islands,2019
5088,897476.0,cyprus,1997
4886,19817700.0,cote d'ivoire,2007
19492,297698.0,trinidad and tobago,1904
4633,1112347.0,congo,1962
1599,16259251.0,australia,1987
4681,4437883.0,congo,2010
10118,83270008.0,japan,1949
13872,,non-opec (ei),1987
15516,3535585.0,oman,2012
16408,34229712.0,poland,1976
12196,,middle east (shift),1900
15179,,opec - africa (eia),1985
13747,1943.0,niue,2019
18184,,south korea and other oecd asia (eia),1984
9957,47412148.0,italy,1953
10290,29137380.0,kenya,1998
21069,297307.0,vanuatu,2018
20265,34240013.0,ukraine,1941
7232,40019136.0,france,1900
18646,5426317.0,sweden,1909
22,,asean (ember),2022
5931,10449845.0,ecuador,1990
19174,4758941.0,tanzania,1915
21625,7513474048.0,world,2016
4700,16518.0,cook islands,1986
393,,africa (shift),1944
20940,2423354868.0,upper-middle-income countries,2013
18585,379928.0,suriname,1970
11420,14298937.0,malawi,2009
15100,,opec (shift),1943
6571,439411115.0,europe,1909
4361,955138944.0,china,1978
2320,8152481.0,belgium,1934
17162,111406.0,saint vincent and the grenadines,1986
9062,,ieo - middle east (eia),2018
9605,9811356.0,iraq,1970
8126,,greenland,1935
4577,574889.0,congo,1906
687,30346086.0,algeria,1999
18529,102443.0,suriname,1914
13366,2756420.0,new zealand,1968
7072,3209.0,falkland islands,2004
487,946603.0,albania,1921
16921,147672720.0,russia,1998
5469,5126402.0,denmark,1982
17462,7830944.0,serbia,2005
3975,,central america (ei),1998
9382,191737280.0,indonesia,1993
12799,12805477.0,myanmar,1927
16866,22237474.0,romania,1981
10470,1674942.0,kuwait,1990
7721,71740083.0,germany,1940
21072,319146.0,vanuatu,2021
1837,10358078.0,azerbaijan,2022
2909,64644888.0,brazil,1956
2895,43657003.0,brazil,1942
13839,,non-oecd (eia),2011
232,588080029.0,africa,1987
11477,5363517.0,malaysia,1944
13007,5342207.0,nepal,1938
12489,11192.0,montserrat,1984
8380,2367154.0,guatemala,1941
13521,3297847.0,niger,1958
17246,108978.0,sao tome and principe,1986
2814,1060729.0,botswana,1983
2344,8987667.0,belgium,1958
11001,219077893.0,low-income countries,1978
21982,10794921.0,zimbabwe,1993
18183,,south korea and other oecd asia (eia),1983
5360,43285788.0,democratic republic of congo,1995
18905,2374763.0,syria,1922
10702,1985386.0,lesotho,2004
19263,38360884.0,tanzania,2004
12342,3061509.0,moldova,2021
13995,195674642.0,north america,1945
9094,,ieo oecd - europe (eia),2008
21016,27726820.0,uzbekistan,2008
16753,659000.0,reunion,1990
5353,33750044.0,democratic republic of congo,1988
9545,2850254.0,iraq,1910
8561,753577.0,guyana,1996
7348,63989320.0,france,2016
2619,2987236.0,bolivia,1942
14482,2493453.0,norway,1914
10546,4685293.0,laos,1993
6754,,europe (ember),2011
12922,2364540.0,namibia,2017
3572,3832582.0,cameroon,1943
19018,3315633.0,taiwan,1912
14768,,oecd (shift),1954
20690,288350240.0,united states,2002
4308,473684764.0,china,1925
5962,17797736.0,ecuador,2021
14175,,north america (shift),1921
7685,59181365.0,germany,1904
4164,3309640.0,chile,1904
16126,6444987.0,peru,1940
19611,1878648.0,tunisia,1900
6557,,eurasia (shift),2012
17160,110344.0,saint vincent and the grenadines,1984
20286,43924756.0,ukraine,1962
1239,3210563750.0,asia,1990
16135,7520596.0,peru,1949
15282,8160821.0,oceania,1924
15978,,persian gulf (shift),1909
7802,83408560.0,germany,2021
5259,15510000.0,czechoslovakia,1987
7508,329610.0,gabon,1923
13461,6755900.0,nicaragua,2020
18296,19202565.0,spain,1905
13825,,non-oecd (eia),1997
15168,,opec (shift),2011
18563,188801.0,suriname,1948
4353,822534464.0,china,1970
21079,2890514.0,venezuela,1906
12852,33465782.0,myanmar,1980
16205,32824864.0,peru,2019
2315,7986890.0,belgium,1929
11537,25333250.0,malaysia,2004
1621,21660898.0,australia,2009
2688,10396249.0,bolivia,2011
8572,756528.0,guyana,2007
2772,347156.0,botswana,1941
1226,2489872409.0,asia,1977
6501,,eurasia (shift),1956
19081,16551776.0,taiwan,1975
3104,229827.0,brunei,1986
17895,32768206.0,south africa,1984
6576,448307128.0,europe,1914
21112,4065897.0,venezuela,1939
15946,,persian gulf (eia),1999
3236,8477584.0,bulgaria,1995
14674,,oecd (eia),2005
16055,,persian gulf (shift),1986
4701,16577.0,cook islands,1987
131,26427204.0,afghanistan,2008
14604,,oecd (ei),1978
10759,4985290.0,liberia,2019
8977,9776361.0,hungary,2018
10861,5058000.0,libya,1999
21666,27753310.0,yemen,2014
14733,,oecd (shift),1919
5062,644416.0,cyprus,1971
13057,18720746.0,nepal,1988
11607,8774126.0,mali,1989
17222,188083.0,samoa,2004
2399,11103260.0,belgium,2013
21008,24925558.0,uzbekistan,2000
8588,5760199.0,haiti,1981
9595,7084683.0,iraq,1960
5590,70840.0,dominica,2018
18491,25634162.0,sudan,1999
10968,107559311.0,low-income countries,1945
1142,104269.0,aruba,2015
1704,6622795.0,austria,1927
19574,1216376.0,trinidad and tobago,1986
6959,398287803.0,european union (27),1976
2490,12290443.0,benin,2019
16466,5883300.0,portugal,1911
13230,,netherlands antilles,1996
18610,434497.0,suriname,1995
8872,7707596.0,hungary,1913
10355,126473.0,kiribati,2020
679,26133906.0,algeria,1991
4372,1134414720.0,china,1989
11360,12245266.0,madagascar,1991
13660,62851316.0,nigeria,1975
15748,133117480.0,pakistan,1995
11719,380350.0,martinique,2016
18687,7014611.0,sweden,1950
16554,10233373.0,portugal,1999
19903,10836.0,turks and caicos islands,1988
13050,15969796.0,nepal,1981
16955,7141981.0,rwanda,1989
8286,403153.0,guadeloupe,2011
6103,5797142.0,el salvador,1996
5589,70422.0,dominica,2017
16299,61558900.0,philippines,1990
12746,16079560.0,mozambique,1996
17882,23031448.0,south africa,1971
9642,28660888.0,iraq,2007
7891,14310795.0,ghana,1987
14955,,oecd - north america (eia),2020
11249,449675.0,macao,2002
3257,7245982.0,bulgaria,2016
7412,231454.0,french polynesia,1995
8993,,ieo - africa (eia),1991
1878,406478.0,bahamas,2020
14335,12787529.0,north korea,1964
15784,3541198.0,palestine,2005
10763,522427.0,libya,1901
8694,737635313.0,high-income countries,1958
16692,148351.0,qatar,1972
6264,165263.0,eswatini,1925
1448,,asia and oceania (shift),1953
21493,353667.0,western sahara,2006
9134,257995.0,iceland,1991
13174,14369651.0,netherlands,1983
20044,,u.s. territories (eia),2003
5747,,eu28 (shift),2011
1913,119805.0,bahrain,1933
18913,2656835.0,syria,1930
15220,,opec - south america (eia),1984
11305,3117026.0,madagascar,1936
2376,9959565.0,belgium,1990
2943,150706448.0,brazil,1990
14429,25613.0,northern mariana islands,1983
14098,,north america (ei),1990
14803,,oecd (shift),1989
4743,2924597.0,costa rica,1987
5064,650706.0,cyprus,1973
7063,2758.0,falkland islands,1995
2393,10653698.0,belgium,2007
8483,8577787.0,guinea,2002
17619,4486581.0,singapore,2006
5420,3632099.0,denmark,1933
13722,2396.0,niue,1994
1000,14078649.0,argentina,1940
9226,445954560.0,india,1960
11965,,"mexico, chile, and other oecd americas (eia)",2013
20386,69683.0,united arab emirates,1944
15937,,persian gulf (eia),1990
6541,,eurasia (shift),1996
15081,,opec (shift),1924
18680,6560825.0,sweden,1943
6106,5923862.0,el salvador,1999
9117,215291.0,iceland,1974
10700,1997537.0,lesotho,2002
8269,409893.0,guadeloupe,1994
3149,4362882.0,bulgaria,1908
10967,106207973.0,low-income countries,1944
18313,21660122.0,spain,1922
18921,2972412.0,syria,1938
8178,54270.0,greenland,1987
7332,58665456.0,france,2000
6165,1346974.0,equatorial guinea,2015
13967,134813988.0,north america,1917
17361,9682002.0,saudi arabia,1979
17844,9340853.0,south africa,1933
6899,280944024.0,european union (27),1916
20632,136218191.0,united states,1944
4322,508423146.0,china,1939
17847,9917969.0,south africa,1936
15865,5892600.0,papua new guinea,2002
19590,1345970.0,trinidad and tobago,2002
56,6409250.0,afghanistan,1933
12970,5136307.0,nepal,1901
34,5787792.0,afghanistan,1911
18971,11657770.0,syria,1988
21488,283815.0,western sahara,2001
19620,2167536.0,tunisia,1909
6069,79075312.0,egypt,2005
18892,1979657.0,syria,1909
7710,66789491.0,germany,1929
13523,3497438.0,niger,1960
10665,4951138.0,lebanon,2009
19858,3336772.0,turkmenistan,1986
18342,28207082.0,spain,1951
19371,55228408.0,thailand,1990
17193,105568.0,saint vincent and the grenadines,2017
6112,6037817.0,el salvador,2005
1343,,asia pacific (ei),1971
21970,7506528.0,zimbabwe,1981
9369,148177104.0,indonesia,1980
10056,2722405.0,jamaica,2009
7218,5338813.0,finland,2009
13982,166283267.0,north america,1932
13971,142550732.0,north america,1921
6018,23241220.0,egypt,1954
4480,22897878.0,colombia,1974
17808,15981312.0,somalia,2019
19462,100209.0,tonga,1996
10670,6274345.0,lebanon,2014
13765,,non-oecd (ei),1980
17999,170706949.0,south america,1965
5488,5360753.0,denmark,2001
15620,,other non-oecd - europe and eurasia (eia),1989
8053,9840144.0,greece,1985
17814,5413866.0,south africa,1903
16663,22158.0,qatar,1943
17236,209715.0,samoa,2018
18335,26658635.0,spain,1944
9990,56639056.0,italy,1986
17202,166790.0,samoa,1984
19584,1313442.0,trinidad and tobago,1996
11556,164900.0,maldives,1980
20658,200328336.0,united states,1970
6472,,eurasia (shift),1927
10295,33767120.0,kenya,2003
9819,810947.0,israel,1938
10973,115124011.0,low-income countries,1950
3318,1469331.0,burundi,1912
15462,517715.0,oman,1958
19755,13818615.0,turkey,1921
19343,28242170.0,thailand,1962
10756,4706106.0,liberia,2016
15321,16899883.0,oceania,1963
11415,12411343.0,malawi,2004
14928,,oecd - north america (eia),1993
19995,,u.s. pacific islands (eia),1996
10256,16006138.0,kazakhstan,2007
19369,53410956.0,thailand,1988
18363,34515176.0,spain,1972
15380,45038860.0,oceania,2022
11748,2883328.0,mauritania,2003
17349,5381032.0,saudi arabia,1967
16972,9270073.0,rwanda,2006
4011,,central and south america (shift),1911
2790,501837.0,botswana,1959
8573,754159.0,guyana,2008
12906,1856406.0,namibia,2001
7234,40116538.0,france,1902
10270,19196468.0,kazakhstan,2021
8751,1189869736.0,high-income countries,2015
10226,8658030.0,jordan,2014
16154,12843253.0,peru,1968
20631,134350677.0,united states,1943
15011,,opec (ei),2019
6185,2880094.0,eritrea,2006
10334,87309.0,kiribati,1999
2375,9937168.0,belgium,1989
16396,30927880.0,poland,1964
2965,199977712.0,brazil,2012
10152,119793752.0,japan,1983
17566,6436699.0,sierra leone,2010
7251,38558175.0,france,1919
3246,7815221.0,bulgaria,2005
19454,97955.0,tonga,1988
4015,,central and south america (shift),1915
9423,10882360.0,iran,1911
12362,729664.0,mongolia,1918
16377,26673126.0,poland,1945
16983,12230343.0,rwanda,2017
8827,5923453.0,hong kong,1991
13348,1911611.0,new zealand,1950
8595,6644968.0,haiti,1988
4039,,central and south america (shift),1939
6073,85501064.0,egypt,2009
15419,416992.0,oman,1915
17301,2310584.0,saudi arabia,1919
5572,68365.0,dominica,2000
5732,,eu28 (shift),1996
