Unnamed__0,coal_production,country
5039,0.0,cuba
9476,2.231,iran
272,,africa (ei)
5589,,dominica
18722,0.08,sweden
12425,22.754,mongolia
7034,,european union (eia)
15917,0.0,paraguay
14203,3439.475,north america (shift)
9172,63.24,india
19151,5.753,tajikistan
10822,,libya
5596,0.0,dominican republic
874,,angola
21941,20.833,zimbabwe
17671,11.395,slovakia
491,0.0,albania
9686,0.0,ireland
3275,0.0,burkina faso
17851,117.916,south africa
21547,8974.383,world
15110,9.696,opec (shift)
12740,0.0,mozambique
3877,,central & south america (eia)
21626,43059.48,world
13952,2135.226,north america
2046,,bangladesh
6959,3668.251,european union (27)
10112,429.736,japan
4018,17.223,central and south america (shift)
18756,,sweden
16168,0.651,peru
13594,0.0,nigeria
1609,1789.114,australia
20740,0.0,united states pacific islands (shift)
9767,0.0,ireland
11395,0.08,malawi
566,0.082,albania
6520,3751.479,eurasia (shift)
9022,,ieo - africa (eia)
11237,0.0,macao
2477,0.0,benin
19502,,trinidad and tobago
2666,0.0,bolivia
20319,422.696,ukraine
12451,48.882,mongolia
1622,2914.79,australia
994,0.0,argentina
15777,0.0,palestine
9304,5.072,indonesia
15261,56.985,oceania
3728,260.317,canada
15915,0.0,paraguay
14200,4196.029,north america (shift)
2220,0.0,barbados
19810,94.338,turkey
4351,1743.802,china
15538,,other non-oecd - america (eia)
196,210.489,africa
5690,4901.598,eu28 (shift)
3566,,cameroon
9123,0.0,iceland
20420,,united arab emirates
21406,,west germany (eia)
11384,0.0,madagascar
14069,4367.678,north america
16300,8.575,philippines
11551,,malaysia
20851,504.839,upper-middle-income countries
14400,12.029,north macedonia
6615,6920.095,europe
3616,0.0,cameroon
12848,0.106,myanmar
10697,0.0,lesotho
1771,4.151,austria
9566,,iraq
17904,1243.512,south africa
18962,,syria
19673,0.0,tunisia
2152,,barbados
4803,,cote d'ivoire
15478,,oman
7535,,gabon
3753,398.458,canada
18103,2.043,south korea
42,0.0,afghanistan
19328,0.0,thailand
1732,26.907,austria
8766,0.0,honduras
18758,,sweden
96,0.952,afghanistan
20150,3674.723,ussr
4986,,cuba
9696,0.977,ireland
15186,,opec - africa (eia)
2450,,belize
7246,221.86,france
234,1228.45,africa
20351,,united arab emirates
16033,2.231,persian gulf (shift)
15924,,paraguay
21955,27.614,zimbabwe
395,182.066,africa (shift)
1357,7707.895,asia pacific (ei)
9928,3.277,italy
10992,201.076,low-income countries
7490,,gabon
7308,193.689,france
2537,0.0,bhutan
18263,281.383,south and central america (ei)
15552,,other non-oecd - america (eia)
14150,,north america (ember)
12248,1.384,middle east (shift)
5272,0.0,democratic republic of congo
10670,0.0,lebanon
4856,,cote d'ivoire
11172,,luxembourg
14785,9223.053,oecd (shift)
18013,140.194,south america
18704,0.076,sweden
6020,,egypt
17261,0.0,sao tome and principe
21514,6596.002,world
18807,,switzerland
3765,420.557,canada
5361,0.057,democratic republic of congo
1066,0.926,argentina
3108,0.0,brunei
19454,0.0,tonga
17108,0.0,saint lucia
17504,0.0,seychelles
15947,,persian gulf (eia)
10558,1.805,laos
11719,0.0,martinique
11416,0.38,malawi
18082,0.0,south korea
1791,0.0,austria
20049,,u.s. territories (eia)
20887,6281.004,upper-middle-income countries
11505,0.0,malaysia
15975,0.0,persian gulf (shift)
18053,720.158,south america
1930,,bahrain
1364,10056.607,asia pacific (ei)
9347,4.909,indonesia
13389,18.279,new zealand
4185,11.663,chile
10332,0.0,kiribati
10661,0.0,lebanon
17107,0.0,saint lucia
10351,0.0,kiribati
14192,2796.248,north america (shift)
19756,3.108,turkey
10655,0.0,lebanon
10018,0.669,italy
4691,,congo
15017,,opec (eia)
15347,1293.214,oceania
12087,,middle east (ei)
20073,212.129,ussr
8817,0.0,hong kong
9471,1.929,iran
11235,0.0,macao
3552,,cameroon
11848,5.098,mexico
1011,0.275,argentina
14325,12.068,north korea
6512,3477.142,eurasia (shift)
1518,57.238,australia
8952,43.224,hungary
5603,0.0,dominican republic
10712,0.0,lesotho
13182,0.0,netherlands
7537,,gabon
17503,0.0,seychelles
5518,0.0,djibouti
11935,,"mexico, chile, and other oecd americas (eia)"
19610,,trinidad and tobago
19838,122.49,turkey
4219,13.662,chile
4641,,congo
324,1646.889,africa (ei)
20733,0.0,united states pacific islands (shift)
11144,2700.417,lower-middle-income countries
12203,0.0,middle east (shift)
8247,0.0,grenada
8350,,guatemala
4931,,croatia
20710,3353.041,united states
13478,0.0,niger
399,207.599,africa (shift)
9822,,israel
17763,0.0,solomon islands
13192,0.0,netherlands
21804,0.0,zambia
19794,55.515,turkey
1549,89.323,australia
4492,86.161,colombia
11674,0.0,malta
14831,,oecd - asia and oceania (eia)
18454,0.0,sri lanka
15729,6.485,pakistan
3939,,central african republic
5453,5.083,denmark
19761,10.058,turkey
16862,125.406,romania
18254,144.935,south and central america (ei)
11550,,malaysia
716,0.0,american samoa
8567,0.0,guyana
3801,0.0,cape verde
8848,0.0,hong kong
14318,0.0,north korea
3491,0.0,cambodia
9572,,iraq
5998,,egypt
4939,,cuba
5607,0.0,dominican republic
9925,3.437,italy
19774,23.436,turkey
20687,6485.757,united states
17179,0.0,saint vincent and the grenadines
13567,1.405,niger
11397,0.227,malawi
17734,0.0,solomon islands
16835,25.366,romania
9379,73.534,indonesia
16851,70.554,romania
17425,0.0,senegal
10262,597.506,kazakhstan
10144,145.941,japan
9534,,iran
15636,,other non-oecd - europe and eurasia (eia)
13006,0.0,nepal
3340,0.0,burundi
2995,0.0,british virgin islands
9455,0.562,iran
13799,33485.992,non-oecd (ei)
17377,0.0,saudi arabia
2479,0.0,benin
6670,4384.702,europe
15971,0.0,persian gulf (shift)
3498,0.0,cambodia
16891,75.359,romania
11461,4.608,malaysia
4768,0.0,costa rica
10571,,laos
17415,0.0,senegal
17679,7.569,slovakia
7886,0.0,ghana
2694,,bolivia
4652,0.0,congo
10022,,italy
15765,15.885,pakistan
13912,,non-opec (eia)
10181,7.968,japan
168,82.394,africa
15043,,opec (eia)
6032,,egypt
2714,25.074,bosnia and herzegovina
9500,10.08,iran
9255,1147.427,india
18628,0.0,suriname
16310,7.955,philippines
15798,,palestine
5152,283.6,czechia
12784,0.0,myanmar
101,1.775,afghanistan
19519,,trinidad and tobago
8753,9602.038,high-income countries
13061,0.01,nepal
5129,,czechia
13500,0.0,niger
13949,,non-opec (eia)
15100,5.788,opec (shift)
5701,5170.56,eu28 (shift)
14410,11.687,north macedonia
20110,1341.804,ussr
2440,0.0,belize
19710,0.0,tunisia
20796,0.0,united states virgin islands
3318,0.0,burundi
6931,2431.346,european union (27)
13030,0.0,nepal
7884,0.0,ghana
6889,1773.049,european union (27)
7428,0.0,french polynesia
5845,,ecuador
5816,,eastern africa (ei)
6102,0.0,el salvador
10519,2.235,kyrgyzstan
6281,0.0,eswatini
5301,0.114,democratic republic of congo
14536,2.858,norway
18924,,syria
6662,4498.671,europe
8484,0.0,guinea
16587,0.0,puerto rico
15919,0.0,paraguay
598,0.0,algeria
8196,0.0,greenland
11603,0.0,mali
8446,0.0,guatemala
21470,0.0,western sahara
11488,1.701,malaysia
6185,0.0,eritrea
366,71.814,africa (shift)
8050,42.382,greece
18191,,south korea and other oecd asia (eia)
8401,,guatemala
15480,,oman
11125,769.07,lower-middle-income countries
1385,32070.221,asia pacific (ei)
11014,237.02,low-income countries
5146,325.277,czechia
17512,0.0,seychelles
1608,1640.682,australia
659,0.114,algeria
16101,2.369,peru
9577,,iraq
14573,12.097,norway
3560,,cameroon
14365,188.7,north korea
578,0.014,albania
17848,104.421,south africa
11760,0.0,mauritania
8055,69.42,greece
7446,,g20 (ember)
16547,0.892,portugal
4368,5072.424,china
14339,180.181,north korea
20967,0.0,uruguay
15488,0.0,oman
13704,,nigeria
11547,16.575,malaysia
20498,1440.726,united kingdom
11615,0.0,mali
5568,0.0,dominica
9004,,ieo - africa (eia)
11005,252.328,low-income countries
8867,28.417,hungary
18296,22.486,spain
14016,3843.515,north america
14234,5702.215,north america (shift)
7047,,european union (eia)
5188,177.356,czechoslovakia
9492,7.2,iran
2285,,belarus
18335,78.338,spain
13970,4611.063,north america
9027,,ieo - middle east (eia)
15146,28.695,opec (shift)
18534,,suriname
7818,,ghana
15727,6.434,pakistan
1113,0.0,aruba
2149,,barbados
18863,0.0,switzerland
8505,0.0,guinea-bissau
6486,984.164,eurasia (shift)
10566,5.139,laos
16948,0.0,rwanda
8919,93.547,hungary
11557,0.0,maldives
1169,448.022,asia
2559,0.144,bhutan
15200,,opec - africa (eia)
2473,0.0,benin
5069,,cyprus
15691,0.0,pakistan
16843,41.153,romania
13366,14.141,new zealand
19876,0.0,turkmenistan
13990,3616.907,north america
14679,,oecd (eia)
18976,0.0,syria
18894,,syria
14703,,oecd (ember)
17075,0.0,saint lucia
4557,0.0,comoros
510,0.0,albania
3376,0.0,burundi
17589,,singapore
4957,,cuba
5144,316.645,czechia
10,,asean (ember)
7082,0.0,falkland islands
4248,10.052,chile
21810,0.0,zambia
10524,6.488,kyrgyzstan
20072,179.787,ussr
6392,0.158,ethiopia
20976,0.0,uruguay
5623,0.0,dominican republic
2102,0.0,bangladesh
11693,0.0,martinique
14746,6056.553,oecd (shift)
12244,1.221,middle east (shift)
16880,91.733,romania
10154,106.603,japan
13631,5.023,nigeria
6713,4467.134,europe (ei)
4529,0.0,comoros
11451,1.376,malaysia
13281,0.0,new caledonia
13152,102.748,netherlands
19735,2.912,turkey
9479,2.361,iran
16058,9.6,persian gulf (shift)
16009,0.749,persian gulf (shift)
18217,,south korea and other oecd asia (eia)
21173,66.9,venezuela
10545,0.005,laos
19718,0.0,tunisia
1415,540.179,asia and oceania (shift)
20163,,ussr
18707,0.091,sweden
4726,0.0,cook islands
19154,,tajikistan
12176,,middle east (ember)
3504,0.0,cambodia
2584,,bolivia
8590,0.0,haiti
4418,0.0,colombia
12288,7.768,middle east (shift)
14597,,oecd (ei)
15496,0.0,oman
17648,,slovakia
15820,0.0,panama
15237,,opec - south america (eia)
8792,0.0,honduras
17406,0.0,senegal
12436,33.059,mongolia
15057,0.0,opec (shift)
14209,3481.506,north america (shift)
2276,0.0,belarus
18142,115.357,south korea
5175,66.677,czechoslovakia
14847,,oecd - asia and oceania (eia)
6310,1.205,eswatini
18849,0.0,switzerland
14455,0.0,northern mariana islands
14920,,oecd - north america (eia)
16719,0.0,qatar
1214,2911.309,asia
2756,0.0,botswana
16238,0.093,philippines
7282,422.148,france
19369,23.977,thailand
10082,163.824,japan
7863,,ghana
3874,,central & south america (eia)
16041,8.141,persian gulf (shift)
9168,47.99,india
19057,13.49,taiwan
13485,0.0,niger
3305,,burkina faso
6228,0.0,estonia
13476,0.0,niger
19162,0.0,tanzania
13004,0.0,nepal
3341,0.0,burundi
15321,222.319,oceania
6142,0.0,equatorial guinea
8821,0.0,hong kong
10495,0.0,kuwait
11041,,low-income countries
15122,8.955,opec (shift)
9118,,iceland
17748,0.0,solomon islands
7258,423.565,france
14803,12337.344,oecd (shift)
7834,,ghana
14062,6257.967,north america
14571,24.21,norway
16802,0.865,romania
7212,0.0,finland
14750,7672.05,oecd (shift)
294,1245.411,africa (ei)
4588,,congo
21771,0.0,zambia
11315,0.0,madagascar
20043,,u.s. territories (eia)
8315,0.0,guam
5789,,eastern africa (ei)
21407,,west germany (eia)
21499,0.0,western sahara
19273,1.857,tanzania
16016,1.531,persian gulf (shift)
5746,1841.539,eu28 (shift)
12075,,middle east (ei)
11555,,malaysia
21538,9761.583,world
993,0.0,argentina
13991,4018.06,north america
15811,0.0,panama
11105,377.52,lower-middle-income countries
2358,78.215,belgium
18802,,switzerland
12307,9.312,middle east (shift)
5798,,eastern africa (ei)
20780,0.0,united states territories (shift)
13904,,non-opec (ei)
14738,8007.889,oecd (shift)
594,0.0,algeria
6450,125.159,eurasia (shift)
19427,0.0,togo
10272,0.0,kenya
4920,0.0,croatia
10826,,libya
1617,2501.289,australia
15574,,other non-oecd - asia (eia)
17949,12.047,south america
19393,55.276,thailand
17953,16.709,south america
7447,,g20 (ember)
14775,8721.319,oecd (shift)
16641,,qatar
14439,0.0,northern mariana islands
21288,33.867,vietnam
11226,,luxembourg
14751,8071.225,oecd (shift)
13906,,non-opec (ei)
19803,76.181,turkey
4282,,chile
2949,22.268,brazil
19145,1.303,tajikistan
7907,0.0,ghana
2816,2.855,botswana
7800,330.528,germany
9817,,israel
2420,0.0,belize
18387,111.799,spain
17378,0.0,saudi arabia
16282,0.214,philippines
8023,1.248,greece
13855,,non-opec (ei)
17580,,singapore
6969,4432.538,european union (27)
20262,,ukraine
18095,0.0,south korea
13327,14.602,new zealand
10048,0.0,jamaica
373,86.889,africa (shift)
12905,0.0,namibia
15784,0.0,palestine
11643,0.0,malta
11303,0.0,madagascar
4935,,cuba
15444,,oman
21960,27.354,zimbabwe
19648,0.0,tunisia
9626,0.0,iraq
8276,0.0,guadeloupe
17170,0.0,saint vincent and the grenadines
6728,2846.216,europe (ei)
18242,,south and central america (ei)
5233,416.991,czechoslovakia
12820,0.0,myanmar
20236,,ukraine
12066,,middle africa (ei)
12811,0.0,myanmar
4945,,cuba
10850,0.0,libya
18137,141.827,south korea
16500,4.213,portugal
3421,0.0,burundi
14647,8635.693,oecd (ei)
18757,,sweden
11071,165.561,lower-middle-income countries
14019,4013.829,north america
3558,,cameroon
3300,0.0,burkina faso
12373,0.0,mongolia
3352,0.0,burundi
12739,0.0,mozambique
21174,65.287,venezuela
59,0.0,afghanistan
14465,,northern mariana islands
346,,africa (ember)
6921,2507.49,european union (27)
11307,0.0,madagascar
21591,22204.449,world
15304,124.686,oceania
12018,,middle africa (ei)
20660,4096.948,united states
6926,2911.112,european union (27)
1280,,asia & oceania (eia)
1268,30832.928,asia
11228,0.0,macao
21339,,wake island (eia)
15639,,other non-oecd - europe and eurasia (eia)
10568,20.253,laos
905,,antarctica
12682,0.155,mozambique
20742,0.0,united states pacific islands (shift)
4336,405.027,china
6044,0.0,egypt
11679,,malta
3893,,central & south america (eia)
21798,0.0,zambia
487,0.0,albania
1110,,armenia
84,0.537,afghanistan
7856,,ghana
20564,270.04,united kingdom
20383,,united arab emirates
16871,136.258,romania
3626,0.0,cameroon
19282,0.0,thailand
20403,,united arab emirates
12878,4.355,myanmar
1542,68.281,australia
6378,0.0,ethiopia
18055,507.997,south america
10349,0.0,kiribati
19303,0.0,thailand
13263,0.0,new caledonia
20858,758.602,upper-middle-income countries
4815,,cote d'ivoire
6453,173.435,eurasia (shift)
5193,160.223,czechoslovakia
6739,1767.976,europe (ei)
922,0.0,antigua and barbuda
19548,,trinidad and tobago
12693,0.106,mozambique
12435,37.237,mongolia
14697,,oecd (ember)
4574,,congo
2616,,bolivia
17928,1659.066,south africa
8852,0.0,hong kong
1773,3.357,austria
15158,74.555,opec (shift)
18062,0.0,south korea
18930,,syria
9308,7.734,indonesia
6104,0.0,el salvador
11051,60.041,lower-middle-income countries
7711,1075.808,germany
3702,147.142,canada
16239,0.115,philippines
21260,28.526,vietnam
16416,1426.077,poland
3535,,cameroon
9314,11.406,indonesia
203,296.213,africa
21196,1.579,vietnam
22009,20.292,zimbabwe
16156,1.27,peru
17813,16.71,south africa
1388,30195.578,asia pacific (ei)
6165,0.0,equatorial guinea
6516,3749.134,eurasia (shift)
17352,,saudi arabia
4089,199.493,central and south america (shift)
15062,0.0,opec (shift)
10348,0.0,kiribati
10523,5.364,kyrgyzstan
21901,1.596,zimbabwe
14907,,oecd - europe (eia)
19661,0.129,tunisia
13154,93.695,netherlands
11545,18.578,malaysia
9638,0.0,iraq
8895,27.946,hungary
9039,,ieo - middle east (eia)
4637,,congo
8543,,guinea-bissau
12125,10.015,middle east (ei)
6847,4839.972,europe (shift)
10726,0.0,liberia
7068,0.0,falkland islands
9115,,iceland
12410,3.419,mongolia
15764,16.862,pakistan
3757,404.735,canada
15130,3.981,opec (shift)
11326,0.008,madagascar
2862,0.094,brazil
20349,,united arab emirates
9305,6.098,indonesia
3984,,central america (ei)
7916,0.0,ghana
19296,0.0,thailand
15512,0.0,oman
13517,0.0,niger
18602,0.0,suriname
18195,,south korea and other oecd asia (eia)
2447,,belize
5277,0.0,democratic republic of congo
10078,115.728,japan
8192,0.0,greenland
4000,3.0,central and south america (shift)
17565,0.0,sierra leone
19831,152.568,turkey
12198,0.0,middle east (shift)
13402,38.05,new zealand
17822,46.882,south africa
13944,,non-opec (eia)
21555,9398.169,world
4925,0.0,croatia
14594,,oecd (ei)
8454,0.0,guatemala
1170,437.549,asia
19121,0.0,taiwan
16228,0.181,philippines
5838,,eastern africa (ei)
8688,8891.391,high-income countries
21253,8.939,vietnam
670,0.055,algeria
4520,714.308,colombia
5784,,eastern africa (ei)
3435,,cis (ei)
19398,47.747,thailand
14240,6111.776,north america (shift)
1296,,asia & oceania (eia)
18850,0.0,switzerland
4031,13.076,central and south america (shift)
1750,14.008,austria
6157,0.0,equatorial guinea
21186,10.437,venezuela
10381,,kuwait
15733,8.42,pakistan
14372,171.613,north korea
4797,,cote d'ivoire
14144,,north america (ember)
11694,0.0,martinique
6845,5493.136,europe (shift)
8751,10495.279,high-income countries
12492,0.0,montserrat
6262,0.0,eswatini
19183,0.0,tanzania
4601,,congo
16453,488.95,poland
17543,0.0,sierra leone
13095,3.802,netherlands
8079,87.282,greece
10572,,laos
4046,34.085,central and south america (shift)
7558,,gabon
2785,0.0,botswana
1248,10987.81,asia
20822,,united states virgin islands
4339,641.487,china
5966,,egypt
5962,,ecuador
18627,0.0,suriname
16301,10.742,philippines
3427,,burundi
18517,,suriname
11302,0.0,madagascar
3470,2139.658,cis (ei)
12358,0.0,mongolia
19817,91.406,turkey
14946,,oecd - north america (eia)
2842,5.148,botswana
4805,,cote d'ivoire
13881,,non-opec (ei)
14500,2.114,norway
3761,412.009,canada
18404,20.498,spain
15616,,other non-oecd - europe and eurasia (eia)
16754,0.0,reunion
21794,0.0,zambia
18433,0.0,sri lanka
4377,7210.024,china
12453,76.423,mongolia
4448,4.705,colombia
18293,18.68,spain
15790,0.0,palestine
19954,,tuvalu
15466,,oman
18004,69.066,south america
6089,0.0,el salvador
1361,9265.198,asia pacific (ei)
4549,0.0,comoros
9203,161.841,india
8415,,guatemala
18589,,suriname
5334,0.529,democratic republic of congo
14120,6257.967,north america (ei)
11468,3.118,malaysia
3949,,central america (ei)
10333,0.0,kiribati
5213,227.064,czechoslovakia
12678,0.049,mozambique
385,108.92,africa (shift)
12845,0.122,myanmar
4615,,congo
5513,0.0,djibouti
8237,0.0,grenada
7408,0.0,french polynesia
15379,3322.36,oceania
20303,,ukraine
9132,0.0,iceland
10934,0.716,low-income countries
3338,0.0,burundi
422,464.187,africa (shift)
12850,0.18,myanmar
7010,,european union (eia)
3957,,central america (ei)
17308,,saudi arabia
5031,0.0,cuba
6574,4421.459,europe
600,0.0,algeria
17657,,slovakia
5406,0.0,denmark
2605,,bolivia
19769,17.993,turkey
1233,6169.933,asia
20390,,united arab emirates
2917,18.707,brazil
3214,110.925,bulgaria
621,0.244,algeria
12227,0.0,middle east (shift)
21325,,wake island (eia)
19660,0.147,tunisia
21229,12.952,vietnam
6898,1808.202,european union (27)
12766,49.599,mozambique
3849,0.0,cayman islands
10321,0.0,kiribati
2515,0.0,bermuda
8780,0.0,honduras
10308,0.0,kenya
10021,,italy
1134,0.0,aruba
15932,,persian gulf (eia)
21203,2.605,vietnam
16643,,qatar
13876,,non-opec (ei)
7145,0.0,fiji
19071,41.145,taiwan
8964,20.331,hungary
2799,0.0,botswana
20294,,ukraine
10903,0.0,lithuania
10631,,latvia
1430,760.545,asia and oceania (shift)
20943,25233.518,upper-middle-income countries
4954,,cuba
15976,0.0,persian gulf (shift)
7742,1940.827,germany
19304,0.0,thailand
10630,,latvia
1019,2.066,argentina
9641,0.0,iraq
1515,47.356,australia
4707,0.0,cook islands
21777,0.0,zambia
14354,248.702,north korea
19742,5.279,turkey
1946,,bahrain
1880,,bahrain
1807,0.0,azerbaijan
16711,0.0,qatar
5672,3756.719,eu28 (shift)
4370,5396.901,china
3531,,cameroon
19562,,trinidad and tobago
1501,23476.869,asia and oceania (shift)
1491,12809.715,asia and oceania (shift)
15232,,opec - south america (eia)
9067,,ieo oecd - europe (eia)
4324,322.156,china
17515,0.0,seychelles
6518,3573.101,eurasia (shift)
3544,,cameroon
10011,1.229,italy
5165,187.356,czechia
11178,,luxembourg
14054,6825.146,north america
5009,,cuba
13869,,non-opec (ei)
16698,,qatar
16174,1.113,peru
4157,,chad
11825,1.744,mexico
21022,14.356,uzbekistan
7602,,gabon
17626,0.0,singapore
21585,19299.518,world
11242,0.0,macao
3586,,cameroon
474,0.0,albania
2680,0.0,bolivia
17214,0.0,samoa
10683,0.0,lesotho
17181,0.0,saint vincent and the grenadines
9292,1.718,indonesia
7589,0.0,gabon
2834,5.376,botswana
14223,4013.829,north america (shift)
552,5.93,albania
210,368.159,africa
21145,0.326,venezuela
10687,0.0,lesotho
5410,0.0,denmark
13328,14.617,new zealand
14324,3.751,north korea
9524,8.352,iran
17632,,singapore
10136,365.308,japan
21653,0.0,yemen
10680,0.0,lesotho
9178,95.064,india
1464,3424.72,asia and oceania (shift)
13144,100.9,netherlands
372,82.394,africa (shift)
17834,75.854,south africa
20723,0.0,united states pacific islands (shift)
13409,35.606,new zealand
21957,26.645,zimbabwe
2153,,barbados
18042,672.194,south america
17347,,saudi arabia
14051,7067.227,north america
13378,15.649,new zealand
21862,2.169,zambia
13535,0.0,niger
9645,0.0,iraq
9394,1047.984,indonesia
13441,0.0,nicaragua
8515,0.0,guinea-bissau
1607,1591.818,australia
20919,10756.048,upper-middle-income countries
20026,,u.s. territories (eia)
11939,,"mexico, chile, and other oecd americas (eia)"
3467,1979.39,cis (ei)
20093,406.884,ussr
1841,0.0,bahamas
3919,0.0,central african republic
14726,8028.586,oecd (shift)
16560,0.0,portugal
13024,0.0,nepal
10428,,kuwait
1928,,bahrain
18339,78.84,spain
8568,0.0,guyana
21074,0.0,venezuela
4794,,cote d'ivoire
16611,0.0,puerto rico
4048,36.77,central and south america (shift)
9125,0.0,iceland
4915,0.0,croatia
9435,0.0,iran
21724,42.652,yugoslavia
12015,,micronesia (country)
13844,,non-oecd (eia)
14216,3099.124,north america (shift)
13237,0.0,netherlands antilles
8059,80.287,greece
8259,0.0,guadeloupe
4980,,cuba
17816,28.763,south africa
19172,0.0,tanzania
19182,0.0,tanzania
19496,,trinidad and tobago
5168,156.245,czechia
13942,,non-opec (eia)
4824,,cote d'ivoire
3350,0.0,burundi
7301,344.796,france
19826,140.924,turkey
7196,0.0,finland
8290,0.0,guadeloupe
19262,0.412,tanzania
9818,,israel
3404,0.0,burundi
7349,,france
14469,0.0,norway
20044,,u.s. territories (eia)
12955,0.0,nauru
9207,190.465,india
17488,,serbia and montenegro
4103,455.752,central and south america (shift)
2351,147.386,belgium
12962,0.0,nauru
5369,0.082,democratic republic of congo
15349,1402.703,oceania
8295,,guadeloupe
10464,0.0,kuwait
16103,2.882,peru
16236,0.126,philippines
21488,0.0,western sahara
13197,0.0,netherlands
4555,0.0,comoros
18556,,suriname
21760,247.798,yugoslavia
3611,0.0,cameroon
9972,7.187,italy
1049,3.377,argentina
4060,50.517,central and south america (shift)
1668,,australia and new zealand (eia)
15435,,oman
6186,0.0,eritrea
10186,9.411,japan
3357,0.0,burundi
9225,304.246,india
18434,0.0,sri lanka
10159,53.757,japan
5722,4334.358,eu28 (shift)
1994,0.0,bahrain
16476,1.164,portugal
14471,0.0,norway
13125,100.756,netherlands
15695,0.0,pakistan
17207,0.0,samoa
13229,0.0,netherlands antilles
11353,0.0,madagascar
20090,256.198,ussr
11928,64.017,mexico
4178,12.177,chile
13698,0.332,nigeria
17031,0.0,saint kitts and nevis
17326,,saudi arabia
18465,0.0,sri lanka
15309,153.1,oceania
18784,,switzerland
8317,0.0,guam
21399,,west germany (eia)
18306,31.317,spain
17555,0.0,sierra leone
3046,,brunei
13998,4627.608,north america
2708,31.639,bosnia and herzegovina
18413,0.494,spain
7481,,g7 (ember)
4385,9307.321,china
15089,2.296,opec (shift)
190,180.117,africa
18075,0.0,south korea
21609,26801.971,world
17964,16.507,south america
3763,414.823,canada
16489,1.714,portugal
20674,5431.777,united states
8283,0.0,guadeloupe
17022,0.0,saint helena
2727,,bosnia and herzegovina
18010,94.206,south america
19046,23.129,taiwan
3448,4013.748,cis (ei)
9053,,ieo - middle east (eia)
18506,0.0,sudan
2187,,barbados
1852,0.0,bahamas
1393,34647.766,asia pacific (ei)
13796,32411.686,non-oecd (ei)
11785,0.0,mauritius
12212,0.0,middle east (shift)
7111,0.0,faroe islands
21645,0.0,yemen
7879,,ghana
12156,,middle east (eia)
14027,5055.928,north america
13899,,non-opec (ei)
7369,0.0,french guiana
12991,0.0,nepal
4461,15.061,colombia
13835,,non-oecd (eia)
9451,0.611,iran
17258,0.0,sao tome and principe
1598,1142.86,australia
8610,0.0,haiti
19194,0.0,tanzania
11360,0.0,madagascar
13742,0.0,niue
16714,0.0,qatar
2413,0.0,belize
10076,106.107,japan
21311,271.351,vietnam
10953,8.288,low-income countries
16791,0.387,romania
10985,90.39,low-income countries
20318,422.011,ukraine
17098,0.0,saint lucia
1543,61.71,australia
2531,,bermuda
19350,0.935,thailand
9315,11.935,indonesia
3714,85.459,canada
5191,133.515,czechoslovakia
18349,115.36,spain
4650,,congo
2354,110.29,belgium
12548,0.0,morocco
6425,,eurasia (eia)
13068,0.087,nepal
18370,156.744,spain
1950,,bahrain
7220,0.0,finland
4749,0.0,costa rica
4123,0.0,chad
5496,0.0,denmark
18710,0.091,sweden
2713,24.522,bosnia and herzegovina
17328,,saudi arabia
12493,0.0,montserrat
11137,2422.701,lower-middle-income countries
14226,4283.453,north america (shift)
20828,198.734,upper-middle-income countries
8043,28.918,greece
4163,6.638,chile
3756,410.788,canada
10797,,libya
13220,0.0,netherlands antilles
6767,3107.735,europe (shift)
21513,6118.242,world
11441,0.277,malaysia
21759,230.802,yugoslavia
14734,8168.029,oecd (shift)
1084,0.0,armenia
13814,,non-oecd (eia)
5297,0.138,democratic republic of congo
9188,122.892,india
21425,,western africa (ei)
17465,87.066,serbia
16076,13.321,persian gulf (shift)
7520,,gabon
3027,,brunei
7123,0.0,faroe islands
473,0.0,albania
17400,,saudi arabia
20567,218.732,united kingdom
5399,0.0,denmark
11681,,malta
17754,0.0,solomon islands
19441,,togo
16734,0.0,qatar
6965,4352.656,european union (27)
4835,,cote d'ivoire
350,11.21,africa (shift)
8301,0.0,guam
12423,13.128,mongolia
5086,0.0,cyprus
10649,0.0,lebanon
9502,8.8,iran
7185,,finland
2581,,bolivia
21169,35.488,venezuela
1749,14.478,austria
11355,0.0,madagascar
9061,,ieo - middle east (eia)
11371,0.0,madagascar
4765,0.0,costa rica
20599,3367.122,united states
8233,0.0,grenada
5965,,egypt
4700,0.0,cook islands
2290,169.547,belgium
15895,0.0,paraguay
8292,,guadeloupe
14764,8805.847,oecd (shift)
17606,0.0,singapore
17954,13.726,south america
19959,,tuvalu
10539,0.01,laos
16389,635.03,poland
9170,53.112,india
8158,0.261,greenland
11274,0.0,madagascar
18308,40.269,spain
21462,,western africa (ei)
6151,0.0,equatorial guinea
11617,0.0,mali
3998,,central america (ei)
261,1756.282,africa
6651,8298.354,europe
12213,0.0,middle east (shift)
1439,1078.409,asia and oceania (shift)
12868,0.315,myanmar
6522,3862.998,eurasia (shift)
14872,,oecd - asia and oceania (eia)
16403,1043.699,poland
11055,85.303,lower-middle-income countries
1782,0.0,austria
3362,0.0,burundi
9620,0.0,iraq
8877,28.651,hungary
19602,0.0,trinidad and tobago
15721,6.838,pakistan
3682,93.367,canada
14040,6765.055,north america
13292,0.0,new caledonia
10476,0.0,kuwait
14104,6907.236,north america (ei)
12190,,middle east (ember)
